Participants,Actinobacteria sp.,Alloscardovia omnicolens,Atopobium vaginae,Bifidobacterium breve,Clostridia sp. BVAB2,Clostridium genomosp. BVAB3,Enterococcus rattus,Escherichia coli,Eukaryote,Gardnerella vaginalis Group A,Gardnerella vaginalis Group B,Gardnerella vaginalis Group C,Gardnerella vaginalis Group D,Klebsiella pneumoniae,Lactobacillus crispatus,Lactobacillus gasseri,Lactobacillus iners,Lactobacillus jensenii,Megasphaera sp. genomosp. type 1,Other Actinobacteria,Other Bacteria,Other Bacteroidetes,Other Bifidobacterium,Other Clostridium,Other Firmicutes,Other Lactobacillus,Other Prevotella,Other Proteobacteria,Other Streptococcus,Porphyromonas uenonis,Prevotella amnii,Prevotella timonensis,Pseudomonas putida,Streptococcus devriesei,Variovorax paradoxus
Vogue1A.01.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,1,609,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vogue1A.01.167,0,0,0,0,0,0,0,0,2,4,29,0,0,0,55,1,1080,2,0,2,0,1,0,0,7,0,0,1,0,0,0,0,0,0,1
Vogue1A.01.168,0,0,0,0,0,0,0,0,4,621,15,0,5,0,18,2,8552,1,0,6,0,1,0,0,8,0,0,1,3,0,0,0,0,0,0
Vogue1A.01.169,0,0,0,0,0,0,0,0,2,63,73,40,1,0,19873,342,1857,634,0,8,0,1,0,3,3,90,0,1,3,0,0,0,0,0,0
Vogue1A.01.170,0,0,0,0,0,0,0,0,4,26,1,0,0,0,26028,282,25,38,0,100,0,9,0,19,2,6,4,3,7,0,0,3,12,0,13
Vogue1A.01.171,0,0,0,0,0,0,0,0,1,44,1,0,0,0,12,201,263,3128,0,0,0,0,0,0,2,24,0,1,2,0,0,0,0,0,0
Vogue1A.01.172,0,0,0,0,0,0,0,0,1,1,7,2,0,0,4106,22,18,49,0,9,0,0,0,3,2,1,1,0,0,0,0,1,1,0,0
Vogue1A.01.173,0,0,0,0,2,0,0,0,4,8,0,0,0,0,4789,94,11,126,0,1,0,0,0,0,1,0,2,0,3,0,0,5,0,0,0
Vogue1A.01.174,0,0,0,0,5,0,0,0,0,5,20,0,0,0,2375,33,1,2,0,0,0,1,0,0,4,3,2,0,17,0,0,0,0,0,0
Vogue1A.01.175,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3362,135,23,1064,0,1,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0
Vogue1A.01.176,0,0,0,0,0,0,0,0,5,19,1,0,0,0,18459,292,19,71,0,6,0,0,0,2,3,4,1,0,5,0,0,0,0,0,0
Vogue1A.01.177,0,0,0,0,0,0,0,0,0,42,4,1,0,0,9619,33,38,24,7,6,0,0,0,2,1,3,0,7,4,0,0,1,1,0,0
Vogue1A.01.179,0,0,0,0,0,0,0,0,0,2,8,1,0,0,1250,7,3,8,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
Vogue1A.01.180,0,0,15,0,326,1164,0,0,0,164,566,15,106,0,34,0,86,0,1219,12,0,5,0,0,15,0,599,0,6,78,311,1210,0,0,0
Vogue1A.01.181,0,10,0,0,0,0,0,0,2,116,5852,0,0,0,17,394,3,2,0,0,0,0,0,0,2,0,0,2,1,1,0,0,1,0,0
Vogue1A.01.183,0,0,0,0,0,0,0,0,1,4,21,21,0,0,16,2218,4126,5,1,5,0,2,0,0,4,3,0,5,3,0,0,1,2,0,0
Vogue1A.01.184,0,1,0,0,8,0,0,0,0,2,18,1,0,0,951,24,552,2,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0
Vogue1A.01.185,0,0,79,0,73,1,0,0,1,4251,8816,25,5,0,4,1,1177,1,8550,3,0,1,0,0,459,0,28,4,13,0,0,0,0,0,0
Vogue1A.01.186,0,0,0,0,0,0,0,0,1,11,1,0,0,0,5938,39,1114,47,0,1,0,0,0,4,5,8,1,1,2,0,0,0,0,0,2
Vogue1A.01.187,0,0,0,0,0,1,0,0,0,623,11,0,2,0,944,218,5,6,0,4,0,0,0,0,1,3,1,7,2,0,0,2,1,0,0
Vogue1A.01.188,0,0,0,0,11,0,0,0,0,130,1325,13,1,0,11,40,4971,349,0,2,0,0,0,0,25,0,0,1,3,0,0,0,0,0,0
Vogue1A.01.189,0,0,1,0,121,441,0,0,0,418,28,48,1,0,1,0,0,1,122,2,0,0,0,0,0,0,18,0,1,0,0,387,0,0,0
Vogue1A.01.190,0,0,111,0,51,387,0,0,0,65,40,2,0,0,3,0,523,0,609,26,2,0,0,0,5,0,18,0,0,77,96,554,0,0,0
Vogue1A.01.191,0,0,0,0,0,0,0,0,0,12,2,0,0,0,10792,44,3,15,0,1,0,0,0,1,2,2,0,0,1,0,1,0,2,0,0
Vogue1A.01.192,0,0,11,0,9,40,0,0,5,14,3,0,0,0,23936,124,40,259,64,11,0,0,0,4,4,0,3,0,11,6,4,39,0,0,0
Vogue1A.01.193,0,0,5,0,1,1,3,0,1,106,49,3,0,0,3400,98,19592,1675,61,7,0,1,0,2,23,12,4,0,13,0,0,0,1,0,0
Vogue1A.01.194,0,0,0,0,151,0,0,0,8,37,0,0,0,0,3533,96,59,4900,0,74,0,0,0,2,2,10,6,2,9,0,0,0,0,0,0
Vogue1A.01.195,0,0,0,0,0,0,2,0,61,51,19,2,0,0,116,1,13,13,5,18,1,14,0,2,332,0,7,14,623,0,0,0,9,0,12
Vogue1A.01.196,0,0,0,0,0,0,0,0,7,10,2,1,0,0,52,3,1072,49,0,2,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0
Vogue1A.01.197,0,0,0,0,3,0,2,0,9,9,0,0,0,0,7753,16,5,14,0,43,0,0,0,3,1,1,0,3,8,0,0,1,0,0,0
Vogue1A.01.198,0,0,0,0,15,0,3,0,4,10,3,0,0,0,8271,60,35,118,0,14,0,44,1,4,9,4,5,5,1,1,0,5,11,0,3
Vogue1A.01.199,0,0,0,0,0,0,0,0,12,7,0,0,0,0,6428,29,1256,244,0,3,0,0,0,1,2,46,3,0,3,0,0,0,1,0,0
Vogue1A.01.200,0,0,0,0,0,0,9,0,0,2,0,0,0,0,1984,4,1,2,33,18,0,2,17,0,3,2,0,268,2,0,0,18,0,0,6
Vogue1A.01.201,0,0,0,0,0,0,0,0,6,2,1,0,0,0,737,4,4,3,174,1,0,11,0,0,6,2,0,235,2,0,0,0,0,0,2
Vogue1A.01.202,0,0,0,78,0,0,28,0,5,9,2,0,0,0,4,0,3,2,114,1,10,16,0,0,30,3604,3,92,51,0,0,0,23,0,4
Vogue1A.01.203,0,82,0,0,0,0,80,0,27,6,468,11,0,0,768,2,143,3,194,26,0,35,1,0,0,12,208,392,3,0,0,116,62,0,74
Vogue1A.01.204,0,1,0,1,2,0,19,0,16,115,343,4,0,0,174,9,1560,3,78,22,0,32,1,5,26,9,40,171,12,0,0,4,18,0,4
Vogue1A.01.205,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1187,3,4,17,1,2,0,1,0,1,1,1,1,14,0,0,0,0,1,0,0
Vogue1A.01.206,0,0,40,0,37,0,0,0,0,1460,76,9,2,0,5,2,9,0,271,1,3,2,0,0,24,0,408,0,0,42,0,1042,0,0,0
Vogue1A.01.207,0,0,0,0,1,0,0,0,2,8,3,0,0,0,5012,10,6,40,2,2,0,0,3,1,5,11,11,46,13,0,0,0,0,0,1
Vogue1A.01.208,0,0,0,0,0,0,20,0,0,10,8,1,0,0,389,9,434,6,3,10,0,24,0,3,16,20,26,21,0,0,0,1,1,0,2
Vogue1A.01.209,0,0,0,0,0,0,0,0,0,11,4,0,0,0,50,9,1992,757,0,12,0,0,1,0,0,4,0,28,3,0,0,3,0,0,6
Vogue1A.01.210,0,0,0,0,0,0,61,0,7,294,163,39,1,0,24,74,2036,3187,30,2,1,98,0,0,11,10,30,162,1,0,0,0,33,0,48
Vogue1A.01.211,0,0,0,0,35,0,0,0,1,709,101,32,3,0,6068,90,57,38,407,660,0,1,162,1,1426,11,38,817,20,1,0,3,124,0,9
Vogue1A.01.212,0,0,22,0,0,0,0,0,2,16,102,4,0,0,2527,16,22,8,60,4,0,1,0,1,16,0,0,24,9,0,1,12,2,0,0
Vogue1A.01.213,0,0,0,0,0,0,2,0,53,20,13,2,0,0,8794,57,7601,526,6,11,0,0,0,3,6,3,2,23,18,0,0,0,6,0,2
Vogue1A.01.214,0,1,8,0,0,0,0,0,1,19,1244,43,1,0,4083,10,56,216,422,187,29,64,20,1,39,0,1,415,0,0,0,1,61,0,38
Vogue1A.01.215,0,0,5,6,2,0,7,0,2,11,195,13,0,0,6930,18,2,10,77,24,0,0,0,1,11,4,7,23,5,0,0,8,1,0,2
Vogue1A.01.216,0,0,50,0,8,116,0,0,5,76,1371,52,0,0,3910,50,99,5,443,64,4,7,6,2,6,1,140,19,60,6,27,167,0,0,24
Vogue1A.01.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1229,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Vogue1A.01.218,0,0,0,0,0,0,0,0,10,7,0,0,0,0,6619,24,18,106,0,2,0,0,0,5,0,1,1,2,4,0,0,0,0,0,0
Vogue1A.01.219,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1684,4,11,31,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Vogue1A.01.220,0,0,21,0,118,107,0,0,0,133,31,0,0,0,3,6,37,25,1325,399,0,4,0,0,150,1,1374,47,4,459,257,1,0,0,0
Vogue1A.01.221,0,2,0,0,6,0,0,0,9,28,2,0,0,0,36,130,5303,6578,0,8,3,1,0,0,14,17,1,3,84,0,0,1,0,0,0
Vogue1A.01.222,0,1,2,0,0,0,0,0,22,76,2,0,0,0,107,62,17987,1980,0,24,2,3,0,2,29,436,0,15,44,1,2,1,2,0,1
Vogue1A.01.223,0,1,204,0,337,404,0,0,0,1498,1555,8,144,0,0,4,1,0,2637,14,0,0,0,0,7,0,219,0,3,0,4132,54,0,0,0
Vogue1A.01.224,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1301,2,49,31,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Vogue1A.01.225,0,0,0,0,1,0,0,0,0,1562,32,0,3,0,1,2048,9,0,1,3,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0
Vogue1A.01.226,0,6,1478,0,145,0,0,0,1,2093,2984,1,3,0,4,7,1,1,3,7,0,4,0,0,26,0,35,1,11,10,1,130,0,0,0
Vogue1A.01.227,0,0,0,1,3,0,0,0,5,143,2,0,0,0,9270,2392,3013,1259,0,32,0,2,0,5,9,43,1,10,19,0,0,6,0,0,0
Vogue1A.01.228,0,0,2,0,29,0,0,0,11,1,0,2,0,0,14,45,0,1,1,1,0,0,0,0,0,0,3,1,16,0,1,59,0,0,0
Vogue1A.01.229,0,0,115,0,641,4639,0,0,1,8623,238,14,42,0,5,4,8,3,594,123,0,2,0,0,44,1,151,5,31,13355,601,4048,0,0,0
Vogue1A.01.230,0,0,0,0,1,0,0,0,6,19,1,0,0,0,6350,46,9,127,1,18,0,0,0,3,2,1,0,0,3,1,0,0,6,0,3
Vogue1A.01.231,0,0,0,0,1,0,0,0,1,9,0,1,0,0,3645,14,1,123,0,2,0,0,0,3,1,0,2,2,0,0,0,3,0,0,4
Vogue1A.01.232,0,0,23,0,683,0,0,0,0,5009,2656,15,6,0,132,4,606,23,0,29,0,1,0,1,75,3,242,0,7,2,0,2283,0,0,0
Vogue1A.01.233,0,0,3,0,0,0,0,0,0,18,3,0,0,0,7827,8,0,7,1,3,0,0,0,1,1,2,2,1,2,1,1,1,0,0,0
Vogue1A.01.234,0,2,3222,0,8,4,0,0,1,90,6887,4493,1,0,173,6,7,11,17,7,0,1,0,0,4,0,13,14,4,26,12,42,0,0,0
Vogue1A.01.235,0,0,2,0,1,0,0,0,5,73,191,127,0,0,16,16114,8,0,0,4,0,0,0,0,1,0,0,0,5,1,0,2,0,0,1
Vogue1A.01.236,0,0,2,0,2,0,0,0,0,7,2,3,0,0,5126,19,6,8,1,7,3,35,0,0,1,0,10,2,3,2,1,11,0,0,0
Vogue1A.01.237,0,8,0,0,10,0,0,0,3,14,2,1,0,0,8543,59,2,118,0,9,0,0,0,3,1,3,2,1,3,0,0,0,0,0,0
Vogue1A.01.238,0,0,9,0,4,0,0,0,1,18,7,2,0,0,1901,7,12,6,17,13,0,0,0,2,8,0,0,23,0,0,9,0,0,0,2
Vogue1A.01.239,0,0,5,0,0,0,0,0,2,17,11,3,0,0,3620,20,2,42,0,11,0,4,0,1,4,13,4,5,5,0,3,3,0,0,1
Vogue1A.01.240,0,0,3,0,0,0,0,0,3,10,4,0,0,0,3234,8,5,28,0,2,0,0,0,1,0,2,0,0,1,0,1,1,0,0,1
Vogue1A.01.241,0,0,98,0,9,0,0,0,3,39,10,2,0,0,45,39,30,2878,1,4,1,2,0,0,3,16,4,4,5,3,3,5,0,0,0
Vogue1A.01.242,0,0,158,0,669,262,0,0,0,48,115,7,0,0,7,49,1,30,357,185,0,248,0,0,352,3,1713,8,3,2036,317,4075,0,0,0
Vogue1A.01.243,0,0,265,0,140,0,0,0,0,3,172,94,0,0,7,0,1,0,170,4,0,0,0,0,25,0,4,0,1,0,442,0,0,0,0
Vogue1A.01.244,0,2,1,0,2,0,0,0,0,206,1068,4,0,0,90,14,1649,0,2,4,2,1,0,0,9,7,3,0,28,0,1,3,0,0,0
Vogue1A.01.245,0,0,19,0,12,55,0,0,0,517,219,1,7,0,10,1,104,0,330,3,0,4,0,0,12,0,78,0,2,0,16,1,0,0,0
Vogue1A.01.246,0,0,0,0,0,0,0,0,1,11,1,0,0,0,1626,15,23,42,0,25,0,7,0,1,6,0,33,1,1,1,0,5,0,0,0
Vogue1A.01.247,0,0,0,0,0,1,0,0,0,5,3,12,0,0,4,1657,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0
Vogue1A.01.248,0,1,0,0,2,0,0,0,0,6,3,0,0,0,4929,24,35,28,5,24,0,0,0,0,7,1,7,1,3,0,0,6,1,0,0
Vogue1A.01.249,0,0,0,121,57,1,0,0,0,2,0,0,0,0,17,3,0,0,2,113,0,40,4,0,31,0,26,1716,54,12,0,175,0,0,0
Vogue1A.01.250,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1775,121,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vogue1A.01.251,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2166,168,4,13,0,1,0,0,0,1,0,9,0,1,3,0,0,4,0,0,0
Vogue1A.01.252,0,0,0,0,2,0,0,0,3,20,3,1,0,0,1335,20,2577,8,0,16,2,1,0,0,1,4,7,0,9,0,0,3,0,0,0
Vogue1A.01.253,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1042,92,7,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vogue1A.01.254,0,0,1,3,7,0,0,0,5,33,12,0,0,0,38098,242,11,368,0,37,0,4,0,15,24,38,7,8,7,0,0,9,0,0,0
Vogue1A.01.255,0,15,3,3,8,19,0,0,17,12,22,0,0,0,69,5,0,1,5,2,0,1,0,0,20,0,35,292,231,0,0,78,0,0,0
Vogue1A.01.256,0,15105,1,0,1212,10,0,0,8,24,12,0,0,0,16,449,3,0,8,524,0,0,0,4,79,0,9884,8,381,0,0,267,0,0,0
Vogue1A.01.257,0,5,1,0,2,1,0,0,9,4791,363,0,0,0,8437,64,2,153,1,3,0,1,0,3,2,5,7,3,3,0,0,1,0,0,0
Vogue1A.01.258,0,2,0,3,31,1,0,0,5,7,1,0,1,0,4964,25,0,39,0,105,25,106,2,21,701,3,26,18,2,1,0,38,1,0,3
Vogue1A.01.259,0,40,12,4,3,18,0,0,0,31,33,1,1,0,255,26,2,2,23,8,0,0,0,0,4,1,48,19,13,1,0,33,0,0,0
Vogue1A.01.260,0,9,26,0,255,6941,0,0,0,983,12676,38,3,0,213,16,62,7,7803,64,0,2,0,0,68,1,1449,5,16,3,0,24311,0,0,0
Vogue1A.01.261,0,3,770,0,66,660,0,0,0,68,481,7,5,0,3,5,4,0,1557,28,0,1,0,0,19,0,3282,1,4,12,76,21,0,0,1
Vogue1A.01.262,0,1,29,13,55,9,0,0,3,5497,288,8,4,0,337,48,125,35,814,22,0,8,1,0,123,13,6,7,369,1,4,89,0,0,0
Vogue1A.01.263,0,0,3,2,8,0,0,0,6,46,12,5,0,0,31,9,708,6,5,21,0,5,0,0,36,0,3,0,3,3,0,5,0,0,1
Vogue1A.01.264,0,4,0,0,3,0,0,0,14,36,3,3,0,0,17155,224,1169,1284,6,124,6,15,3,5,15,9,22,5,22,7,0,61,0,0,2
Vogue1A.01.265,0,0,0,0,2,0,0,0,6,15,3,0,0,0,2193,26,4817,62,2,2,0,2,0,1,7,2,0,0,5,2,0,1,0,0,0
Vogue1A.01.266,0,3,1,0,2,0,0,0,14,25,4,3,0,0,8674,60,56,17,8,334,3,21,0,8,14,0,0,7,10,3,0,3,0,0,0
Vogue1A.01.267,0,2,100,0,3,1,0,0,21,2748,1663,44,17,0,4164,158,19905,631,37,128,0,8,0,7,54,212,21,229,317,13,0,15,0,0,7
Vogue1A.01.268,0,1,0,0,2,0,0,0,1,20,11,2,0,0,19,51,274,766,3,0,0,1,0,0,1,7,2,0,3,0,2,1,0,0,0
Vogue1A.01.269,0,3,0,0,2,0,3,0,17,21,5,6,0,0,294,15,1624,41,2,45,0,10,0,0,13,0,13,6,10,2,0,14,0,0,1
Vogue1A.01.270,0,1,4,0,1,0,0,0,3,49,11,2,0,0,63,61,1404,1000,5,19,0,3,0,0,6,26,5,1,5,7,3,20,0,0,0
Vogue1A.01.271,0,1267,73,85,7,0,0,0,4,30,11,4,0,0,1349,2803,52,14,2,111,9,25,0,4,21,2,162,3,18,904,0,512,0,0,0
Vogue1A.01.272,0,0,0,0,0,0,0,0,0,4,27,1,0,0,5,5,1442,168,8,4,0,0,0,0,5,1,1,0,2,0,0,1,0,0,0
Vogue1A.01.273,0,0,4,0,0,1,0,0,3,622,79,2,5,0,33,11,848,6,919,1,0,0,0,1,2,0,0,0,5,0,4,2,0,0,0
Vogue1A.01.274,0,0,4,0,0,10,0,0,13,74,16,8,0,0,12273,100,47,52,13,9,0,0,0,6,5,6,0,1,15,0,3,11,0,0,0
Vogue1A.01.275,0,0,3926,0,237,4513,0,0,1,1495,828,21,22,0,39,15,247,2,3925,259,59,19,0,1,247,0,1209,1,29,245,2705,4578,0,0,0
Vogue1A.01.276,0,3,11,0,1,13,0,0,28,135,345,14,4,0,268,62,1020,14,87,70,0,1,0,1,9,2,11,0,14,1,7,11,0,0,0
Vogue1A.01.277,0,0,8,0,0,16,0,0,39,116,170,10,1,0,58,46,3341,16,20,25,3,17,0,0,23,0,3,1,17,1,8,61,0,0,0
Vogue1A.01.278,0,13,1,0,0,1,0,0,37,165,6439,290,11,0,11,120,66,2206,5,3,0,1,0,0,275,15,1,2,7,0,0,4,0,0,0
Vogue1A.01.279,0,0,42,0,12,36,0,0,21,54,602,20,0,0,63,189,1158,896,172,12,0,54,0,0,10,21,39,3,6,8,26,111,0,0,7
Vogue1A.01.280,0,0,3,0,0,0,0,0,1,12,27,1,0,0,6,15,268,426,0,6,0,0,0,0,0,4,0,0,3,0,0,5,0,0,0
Vogue1A.01.281,0,1,8,0,0,12,0,0,31,40,219,26,1,0,2261,32,180,38,45,13,0,2,0,2,6,10,10,3,11,1,4,40,0,0,1
Vogue1A.01.282,0,0,2,0,5,6,0,0,5,21,130,5,0,0,13,12,3498,1,36,24,0,3,0,0,6,4,9,14,1,0,2,16,0,0,0
Vogue1A.01.283,0,0,6,0,0,14,0,0,19,1641,117,6,2,0,184,11966,62,922,29,33,0,0,0,0,15,17,4,5,21,0,5,15,0,0,2
Vogue1A.01.284,0,9,4,0,0,3,0,0,15,32423,2878,43,256,0,11,300,14,13,6,26,0,4,0,0,19,12,0,0,44,1,1,5,0,0,0
Vogue1A.01.285,0,1,46,1,54,101,0,0,148,1131,3031,79,2,0,20285,133,6146,262,524,278,2,7,2,7,40,225,98,120,68,17,42,215,0,0,79
Vogue1A.01.286,0,0,3,0,1,0,0,0,10,24,25,4,1,0,7061,64,18,85,6,4,0,3,0,7,8,36,0,1,1,0,1,2,0,0,0
Vogue1A.01.287,0,0,0,0,3,0,0,0,68,56,14,0,1,0,28095,223,30,58,8,13,0,3,0,36,14,12,3,2,12,3,0,3,0,0,0
Vogue1A.01.288,0,0,0,0,3,1,0,0,11,9,9,1,0,0,4884,16,9,45,3,2,0,0,0,6,8,2,1,0,5,0,0,5,0,0,0
Vogue1A.01.289,0,8,60,0,2,46,0,0,0,207,508,54,4,0,1679,1,24,8,194,13,0,0,0,0,3,1,35,5,2,4,25,84,0,0,6
Vogue1A.01.290,0,0,0,0,0,2,0,0,4,13,11,0,0,0,4902,21,104,58,0,4,0,2,0,4,4,3,1,0,6,0,0,3,0,0,0
Vogue1A.01.291,0,3,64,1,9,153,0,0,21,115,1480,62,3,0,13287,18,20,130,446,30,0,1,0,11,8,1,45,28,17,13,43,210,1,0,16
Vogue1A.01.292,0,0,0,0,0,3,0,0,13,51,2,0,0,0,14020,52,7,89,1,8,0,3,0,10,7,1,1,2,12,2,0,0,0,0,0
Vogue1A.01.293,0,0,0,0,3,1,0,0,29,75,5,0,0,0,23227,95,15,44,3,27,0,3,0,14,8,4,0,5,87,1,0,6,0,0,1
Vogue1A.01.294,0,0,0,0,2,2,6,0,104,66,3,0,0,0,74,8,8295,4,1,59,4,2,0,0,33,4,3,12,19,0,0,1,0,0,0
Vogue1A.01.295,0,0,0,0,8,0,0,0,8,23,2,0,0,0,7202,26,334,274,0,5,0,0,0,8,1,2,1,0,5,0,0,1,0,0,0
Vogue1A.01.296,0,0,0,0,472,0,0,0,20,19,16,4,0,0,133,10,19,4,0,230,0,14,0,0,288,0,143,19,343,1,0,82,0,0,2
Vogue1A.01.297,0,0,25,0,63,275,0,0,1,1723,48,0,1,0,91,0,6,3,1,34,7,5,0,0,2,1,67,0,3,23,0,763,0,0,0
Vogue1A.01.298,0,0,1990,850,1049,0,0,0,1,421,4305,11,2535,0,126,43,0,1,0,39,2,0,2,0,87,0,652,4,17,0,0,4490,0,0,0
Vogue1A.01.300,0,0,2,0,1,0,0,0,9,28,1,1,0,0,4995,12,175,56,0,5,0,1,0,2,3,1,1,2,25,0,0,3,0,0,0
Vogue1A.01.301,0,0,0,0,2,0,0,0,5,35,1,0,0,0,3309,47,27,724,0,4,0,0,0,2,3,10,0,4,4,0,0,5,0,0,1
Vogue1A.01.302,0,0,4,0,5,2,0,0,4,76,27,4,0,0,105,9,5229,6,7,166,0,2,0,1,61,3,1,12,7,0,1,4,0,0,7
Vogue1A.01.303,0,1,1,0,0,0,0,0,22,175,5,1,0,0,11080,345,420,6883,0,57,0,4,0,6,20,79,2,1,14,1,1,6,0,0,0
Vogue1A.01.304,0,0,0,0,81,0,0,0,0,11,1,0,0,0,28,0,2,4,0,16,3,45,0,0,42,0,27,1,1,18,0,775,0,0,0
Vogue1A.01.305,0,0,0,0,0,0,0,0,6,34,4,0,0,0,124,14,4905,95,0,2,0,1,0,1,13,1,2,0,7,2,0,3,0,0,0
Vogue1A.01.306,0,22,0,0,5,0,0,0,13,281,7128,5,0,0,14391,85,26,33,1,9,0,1,0,14,12,16,3,1,11,2,0,1,0,0,1
Vogue1A.01.307,0,0,0,0,0,0,0,0,11,13,2,1,0,0,7321,39,11,40,0,6,0,0,0,4,3,2,0,1,4,0,0,1,0,0,0
Vogue1A.01.308,0,0,0,0,0,0,0,0,1,5,4,1,0,0,3927,7,631,93,0,3,0,1,0,0,0,9,0,0,3,1,3,0,0,0,0
Vogue1A.01.309,0,5,38,0,77,0,0,0,0,6544,1502,656,2,0,16,2,67,0,2766,7,0,4,0,0,34,0,394,0,14,3,1,46,0,0,0
Vogue1A.01.310,0,5,542,0,135,0,0,0,15,3240,9421,4612,2,0,17,2,311,13,0,9,0,0,0,0,4,1,50,3,17,2,0,0,0,0,0
Vogue1A.01.311,0,3,2,0,1,0,0,0,39,62,1723,161,0,0,31,89,30,2554,1,9,0,6,0,0,2,10,4,1,12,2,1,6,0,0,0
Vogue1A.01.312,0,11,1,0,4,0,0,0,39,584,15574,455,0,0,19,0,9,1,105,12,0,3,0,0,7,0,17,0,37,0,2,8,0,0,0
Vogue1A.01.313,0,0,1,0,0,0,0,0,24,54,16,8,0,0,12515,117,15,421,1,5,0,3,0,7,6,5,1,2,17,3,0,5,0,0,0
Vogue1A.01.314,0,0,14,0,868,0,0,0,2,9,1,1,0,0,1184,9,32,31,1,77,0,908,0,3,67,0,1037,12,0,1939,0,3117,0,0,0
Vogue1A.01.316,0,0,0,0,0,1,0,0,3,19,1,0,0,0,5064,31,2986,44,0,7,0,3,0,0,4,4,1,2,1,0,0,0,0,0,0
Vogue1A.01.317,0,0,3,0,2,0,0,0,1,19,101,9,0,0,392,8,1345,36,1,7,0,1,0,0,6,1,3,0,6,1,5,3,0,0,0
Vogue1A.01.318,0,0,0,0,0,0,0,0,7,9,13,4,0,0,53,5,2909,18,1,4,0,3,0,1,6,0,0,0,11,3,1,1,0,0,0
Vogue1A.01.319,0,0,1,0,6,0,0,0,3,17,1,2,0,0,7253,28,3,17,1,13,0,1,0,7,0,0,0,1,2,0,0,4,0,0,2
Vogue1A.01.320,0,0,0,0,1,0,0,0,17,22,75,71,0,0,2205,134,1272,528,1,8,0,1,0,1,0,23,0,0,1,0,1,1,0,0,0
