"","Var1","Vogue1A.01.52","Vogue1A.01.59","Vogue1A.01.61","Vogue1A.01.62","Vogue1A.01.64","Vogue1A.01.65","Vogue1A.01.68","Vogue1A.01.69","Vogue1A.01.70","Vogue1A.01.71","Vogue1A.01.74","Vogue1A.01.75","Vogue1A.01.76","Vogue1A.01.77","Vogue1A.01.78","Vogue1A.01.81","Vogue1A.01.84","Vogue1A.01.85","Vogue1A.01.92","Vogue1A.01.101","Vogue1A.01.106","Vogue1B.01.01","Vogue1B.01.03","Vogue1B.01.04","Vogue1B.01.05","Vogue1B.01.06","Vogue1B.01.08","Vogue1B.01.09","Vogue1B.01.11","Vogue1B.01.12","Vogue1B.01.13","Vogue1B.01.15","Vogue1B.01.17","Vogue1B.01.21","Vogue1B.01.26","Vogue1B.01.27","Vogue1B.01.32","Vogue1B.01.34","Vogue1B.01.36","Vogue1B.01.37","Vogue1B.01.38","Vogue1B.01.40","Vogue1B.01.43","Vogue1B.01.48","Vogue1B.01.51","Vogue1B.01.52","Vogue1B2.01.06","Vogue1B2.01.07","Vogue1B2.01.08","Vogue1B2.01.09","Vogue1B2.01.10","Vogue1B2.01.11","Vogue1B2.01.12","Vogue1B2.01.15"
"103","unclassified Siphoviridae",13,1,12,5,2,0,5,2,0,2,63,2,20,1,3,5,3,7,10,3,1,384,289,0,99,314,361,14,211,164,326,39,3,81,637,11,1963,128,7251,2951,103,292,34,2,5,0,157,3,38,0,1,1,51,1
"104","Human herpesvirus 6 (strain Uganda-1102)",15,2,16,8,29,14,9,32,7,11,14,7,3,11,2,10,31,2,8,21,12,2,25,1,10,18,4,0,0,5,0,1,29,10,0,24,2,10,12,2,111,2,3,24,2,0,1,13,26,0,9,29,11,1
"105","Lactobacillus phage Lrm1",15,7,0,1,0,0,0,0,6,0,2,0,237,0,0,0,1,57,8,0,0,15,22,0,0,0,0,0,15,2,0,0,1,69,3037,4,0,3,0,0,1,2,35,0,0,0,5,0,3,0,0,0,1,0
"106","Human papillomavirus type 101",18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","Pseudomonas phage PPpW-4",20,3,78,26,52,2,17,38,5,6,6,1154,2052,2,138,2500,35,34,209,40,216,65,3,2,52,380,276,14,182,216,84,22,3,74,48,12,2083,48,246,3362,59,77,440,13,7,958,225,5,3,3423,1,3,71,2
"108","Human papillomavirus type 72b",23,1,27,15,17,23,8,14,9,24,18,10,12,21,110,18,16,7,37,14,16,8,20,6,22,12,11,21,133,12,63,11,36,26,32,102,24,74,12,46,211,263,325516,22,7,2,8,11,7,13,113,16,5,11
"109","Glypta fumiferanae ichnovirus",26,3,24,8,25,13,16,26,6,16,21,5,2,10,3,44,31,4,18,27,14,6,11,4,12,4,5,1,6,10,34,2,51,13,2,26,1,15,6,5,1410,6,4,19,0,0,1,21,35,0,35,47,2,5
"110","Human herpesvirus 4",34,4,58,65,34,194,45,60,34,54,49,65,29,45,31,29,33,18,38,32,45,715,57,913537,47,85,57,63,796,52,1607,108,32,50,2226,81,21,44,1,32,32,27,36,37,27,1,30,131,27,27,36,44,6,18
"111","Lactobacillus prophage Lj771",35,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,23,7,0,0,0,1,732,0,2,0,501,0,0,0,1,10,0,0,0,0,0,30,114,0,0,0,0,3,0,4,23,0,0,0,0,0,407,3
"112","Moumouvirus Monve",38,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,0,0,0,0,0,0,0,0,0,0,0
"113","Human papillomavirus type 91",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0
"114","Human papillomavirus type 52",50,0,13,4619,12,13,8,14,7,6,4,6,7,7,1,3,3,5,4,6,5,7,8,4,6,8,5,6,7,5,12,4,5,87614,15,6,4,17,2,8,5,15,46,10,4,5,13823,11,3,2,6,8,1,5
"115","Coccolithovirus",57,17,80,88,66,52,24,53,47,49,50,57,152,19,18,44,80,8,42,61,39,16,63,57,51,176,47,0,19,48,28,4,35,11,8,64,33,46,69,65,96,9,3,109,8,49,11,18,36,0,23,15,76,9
"116","root",60,26,154,62,43,3,8,15,337,30,151,79,607,12,15,43,32,14749,447,5,13,348,1232,1,146,58,454,57,252,978,103,1400,9,839,3210,83,40,207,6883,2157,43,366,419,110,936,954,5324,1,40,110,6,2,1801,12
"117","Papillomaviridae",70,2,1140,1056,51,38,66,50,34,47,203,64,22,777,12396,44,59,97,100642,39,40,231,310,26,26,40,1628,2099,493,1264,49,42,53,181447,456,94,37,76277,732,59,73951,125,101071,70,18,17,16994,33,19,24,56,40,14,16
"118","Human papillomavirus type 89",74,3,74,82,60,86,63,75,77,222,43,57,60,109,1118781,61,61,41,51,59,35,28,56,31,36,48,117,152,25,25,4,38,72,31,64,58,31,144,64,55,54,31,3042,54,31,0,32,47,37,22,124,41,3,20
"119","unclassified Coccolithovirus",82,24,126,123,88,84,44,99,48,66,65,75,214,37,23,168,115,11,47,68,77,25,102,12,70,234,41,1,23,65,25,4,71,11,6,110,24,98,111,393,170,10,10,167,7,76,8,24,55,149,56,18,115,16
"120","Micromonas pusilla virus 12T",103,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"121","Alphapapillomavirus 14",0,1,4301,1,0,0,0,0,1,1,1,0,0,7,1,1,0,0,1,0,0,0,0,0,2,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,30,3,2464,2,0,0,0,0,1,0,1,1,0,0
"122","Aureococcus anophagefferens virus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"123","Burkholderia phage AH2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","Croceibacter phage P2559Y",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,1,0,0,0,5,0,47,0,2,0,0,0,0,0,0,0
"125","Enterococcus phage ECP3",0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","Erwinia phage GR-2012",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127","Human adenovirus 22",0,1,6,2,2,4,1,1,0,0,1,0,9,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,1,0,2,11,3,0,1,0,0,0,0,2,1,0,315,1,2,2,0,0,14
"128","Human papillomavirus type 40",0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"129","Megavirus chiliensis",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","Papiine herpesvirus 1",0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","Pseudoplusia includens SNPV IE",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"132","Rhodococcus phage ReqiDocB7",0,1,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","Tursiops truncatus papillomavirus 5",0,1,2,1,2,0,1,0,1,0,2,0,0,1,0,0,2,0,1,5,0,0,0,0,0,3,0,0,0,1,1,0,1,0,0,2,0,3,0,0,3,0,0,0,0,1,0,0,0,0,2,1,2,0
"134","unclassified N4likevirus",0,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135","Bacillus phage G",0,2,1,0,1,0,3,0,1,0,5,0,26,0,0,0,0,1,0,0,3,0,0,0,0,5,0,4,2,0,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0
"136","Vibrio phage henriette 12B8",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","Vibrio phage VP4B",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138","Macacine herpesvirus 1",0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","Fusobacterium phage Funu2",0,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,7,0,0,1,0,0,0,8,0,0,0,0,0,0,0
"140","Brevibacillus phage Emery",0,6,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,0,8,0,2,0,0,0,0,46,0,0,0,24,0,0,0,0,0,1,0,0,0,0,0
"141","Paramecium bursaria Chlorella virus NY2A",0,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142"," no RNA stage",0,0,1,1,1,2,1,2,0,1,1,0,3,0,0,0,5,1,4,0,1,14,0,8,3,3,0,1,0,3,0,0,3,0,14,7,0,1,0,1,9,1,0,3,0,0,8,0,0,0,1,1,0,0
"143","Adenoviridae",0,0,1,2,0,2,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,46,0,0,0,0,0,0
"144","Alphapapillomavirus",0,0,1,1,1,0,0,0,0,1,1,1,0,0,3672,0,0,0,7,0,0,0,0,0,1,0,2,1,0,0,0,0,2,128,3,0,0,3,1,1,4,0,131,0,1,0,5,0,0,0,0,0,0,0
"145","Alphapapillomavirus 2",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"146","Bat betaherpesvirus B7D8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","Choristoneura biennis entomopoxvirus 'L'",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"148","Cronobacter phage vB_CsaM_GAP31",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","Cronobacter phage vB_CsaP_GAP52",0,0,1,0,2,0,0,0,0,0,0,77,0,0,8,16,0,1,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"150","Dendrolimus kikuchii nucleopolyhedrovirus",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"151","dsDNA viruses",0,0,1,1,1,2,1,2,0,1,1,0,3,0,0,0,5,1,4,0,1,14,0,8,3,3,0,1,0,3,0,0,3,0,14,7,0,1,0,1,9,1,0,3,0,0,8,0,0,0,1,1,0,0
"152","Elephant endotheliotropic herpesvirus 5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153","Environmental Halophage eHP-11",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154","Helicoverpa zea nudivirus 2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"155","Human endogenous retrovirus K",0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
"156","Human immunodeficiency virus 1",0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,4,1,1,3,1,0,1,0,0,26,0,0,4,0,0,0,1,0,0,0,0,0,10,0,2,0,0,0,2,4,0,0,0,0,0,1,0,0
"157","Human papillomavirus type 106",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
"158","Human papillomavirus type 30",0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,2,0,0,0,825,0,0,0,0,0,0,0
"159","Human papillomavirus type 61",0,0,1,2,0,1,0,2,2,1,1,1,0,0,1,1,3,0,3,0,1,0,2,0,2,1,0,1,300,1,12,3,3,0,0,8,3,43,38,6,146,36,36874,1,0,0,1,1,0,2,9,1,1,1
"160","Human papillomavirus type 66",0,0,1,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,772,0,0,0,0,0,1,0,0,0,0,0,0,267,0,0,0,0,0,0,0
"161","Hyphantria cunea nucleopolyhedrovirus",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162","Kallithea virus",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"163","Leucania separata nucleopolyhedrovirus",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"164","Macacine herpesvirus 3",0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"165","Primate lentivirus group",0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"166","Ranavirus",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167","Rat cytomegalovirus Maastricht",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"168","Spodoptera litura granulovirus",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"169","Streptococcus phage C1",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666
"170","Streptococcus phage DT1",0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,10,31,0,0,0,0,0,0,1,97,0,0,0,0,0,40,0
"171","Suid herpesvirus 1",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,16,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172","Tupaiid herpesvirus 1",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,2,1,1,1,0,0,0,0,2,0,0,1,9,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"173","Acanthocystis turfacea Chlorella virus MN0810.1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174","Alphabaculovirus",0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,4,0,0,5,1,0,0,1,0,0,3,0,1,0,1,3,2,0,4,0,0,0,0,2,24,2,1,2,0
"175","Burkholderia phage BcepF1",0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176","Moumouvirus goulette",0,0,2,0,0,0,1,0,0,0,1,6,6,0,1,1,1,0,1,0,6,1,0,0,0,0,2,0,1,0,1,0,0,1,1,0,0,1,2,37,1,0,0,1,0,0,0,0,0,48,0,0,7,0
"177","Pectobacterium phage My1",0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"178","Pseudomonas phage vB_PaeP_Tr60_Ab31",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","Simian immunodeficiency virus",0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"180","Streptococcus phage phi30c",0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,340,0,1,0,34,0,1,0,736,0,0,0,0,0,0,0
"181","Caudovirales",0,0,3,0,0,0,2,0,0,0,0,0,99,0,2,1,2,1,3,1,0,0,1,0,0,7,0,34,21,5,1,0,0,0,2,0,1,0,9,44,0,1,1,0,0,0,17,0,0,0,0,0,1,0
"182","Cyprinid herpesvirus 3",0,0,3,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,2,0,0,0,8,0,0,0,0,1,1,0,0,1,0,0,1,4,6,1,0,1,0,0,0,2,1,0,1,2,0,0
"183","Human papillomavirus type 70",0,0,3,0,1,0,3,2,1,0,0,0,1,1,2,1,0,2,0,0,1,305,87,1,2,1,22,1,2,1,0,2,1,13837,1,2,0,4,1,2,161,3,2,0,0,0,2,0,0,1,1,3,0,1
"184","Human adenovirus 19",0,0,4,1,0,0,0,0,0,0,2,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,2,0,0,0,0,8,0,0,0,0,1,0,0,0,1,0,234,0,0,0,1,0,5
"185","Lactobacillus phage phiPYB5",0,0,6,0,3,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,869,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"186","Escherichia phage ECML-117",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187","Lactobacillus phage JCL1032",0,0,12,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0
"188","Lactobacillus phage phiadh",0,0,21,0,2,0,0,0,781,1,0,0,415,0,27,1,425,2496,709,0,7,0,0,0,120,0,0,1,1,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,1027,0,0,0,0,5,0,393,0
"189","Lactobacillus phage phi jlb1",0,0,24,0,5,0,0,0,12,0,2,32,1,0,1,0,0,14186,470,0,0,0,0,0,22,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,57,0,0,0,0,1,0,0,2
"190","Human papillomavirus type 33",0,0,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,1,0,0,1,0,0,0,0,1250,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"191","Propionibacterium phage PHL041M10",0,0,27,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"192","Molluscum contagiosum virus",0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","Lactobacillus phage Ldl1",0,0,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,9,0,2,0,0,0,30,0,5,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0
"194","Molluscum contagiosum virus subtype 1",0,0,110,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,8,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"195","Lactobacillus phage phig1e",0,0,174,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
"196","Alphapapillomavirus 13",0,0,251,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,523,0,0,0,0,0,1,0,27,0,0,0,1,0,0,0,0,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
"197"," no DNA stage",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198","Carollia perspicillata polyomavirus 1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"199","Clostridium phage phiCTP1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"200","Cp220likevirus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"201","Delftia phage IME-DE1",0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"202","Escherichia phage vB_EcoM-ep3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","Human herpesvirus 5",0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,1,1,1094,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"204","Human herpesvirus 5 strain AD169",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205","Human mastadenovirus B",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,0,0,0,1,0,0
"206","Human papillomavirus type 13",0,0,0,1,0,0,0,1,0,0,0,1,0,0,51,0,0,0,1,0,0,1,0,0,2,3,24,2,1,0,0,1,0,1180,217,0,0,0,0,0,1,1,10,0,0,0,8,1,1,0,0,0,0,0
"207","Human papillomavirus type 35",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"208","Lambdalikevirus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
