"","Var1","Vogue1A.01.52","Vogue1A.01.59","Vogue1A.01.61","Vogue1A.01.62","Vogue1A.01.64","Vogue1A.01.65","Vogue1A.01.68","Vogue1A.01.69","Vogue1A.01.70","Vogue1A.01.71","Vogue1A.01.74","Vogue1A.01.75","Vogue1A.01.76","Vogue1A.01.77","Vogue1A.01.78","Vogue1A.01.81","Vogue1A.01.84","Vogue1A.01.85","Vogue1A.01.92","Vogue1A.01.101","Vogue1A.01.106"
"232","Falconid herpesvirus 1",0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233","Ictalurid herpesvirus 1 (strain Auburn)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"234","L5likevirus",0,0,0,0,1,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0
"235","Lactobacillus phage phiJB",0,0,0,0,1,0,0,1,1,0,8,0,21,0,0,0,0,11,8,0,0
"236","Lactococcus phage phiL47",0,0,0,0,1,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0
"237","Lambdina fiscellaria nucleopolyhedrovirus",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"238","Phocoena spinipinnis papillomavirus (isolate Peru)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239","Retroperitoneal fibromatosis-associated herpesvirus",0,0,0,0,1,0,1,0,0,0,0,7,1,0,0,0,1,0,0,0,2
"240","Saimiri sciureus papillomavirus 2",0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,1,0,2,3
"241","Synechococcus phage S-CBP2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"242","Torque teno virus 10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"243","Weissella phage phiYS61",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244","Alphapapillomavirus 9",0,0,0,0,2,0,0,0,0,0,1,0,0,1,494,0,0,0,26,0,0
"245","Streptococcus phage 2972",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246","unclassified Myoviridae",0,0,0,0,5,0,0,0,0,0,0,8,104,0,0,133,8,0,0,0,1
"247","Torque teno midi virus",0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"248","Lactobacillus phage LfeSau",0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"249","Aeromonas phage phiAS5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250","Choristoneura fumiferana DEF multiple nucleopolyhedrovirus",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251","Choristoneura fumiferana multiple nucleopolyhedrovirus",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252","Equid herpesvirus 5",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"253","Human papillomavirus type 107",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"254","Lactobacillus phage LfeInf",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"255","Micromonas pusilla virus SP1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256","Streptococcus phage EJ-1",0,0,0,0,0,1,0,0,0,0,1,1,43,1,2,1,0,0,0,1,0
"257","Torque teno virus 11",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258","Tursiops truncatus papillomavirus 6",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259","unclassified Anelloviridae",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"260","Yersinia phage phiR1-37",0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,1,2,0,0,0,0
"261","Anelloviridae",0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,86,0,0,0,0,0
"262","Ovine herpesvirus 2",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"263","Alcelaphine herpesvirus 2",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"264","Corynebacterium phage P1201",0,0,0,0,0,0,1,0,2,0,0,0,3179,0,0,0,0,0,0,0,0
"265","Deerpox virus W-848-83",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266","Emiliania huxleyi virus 208",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"267","Enterococcus phage EFDG1",0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0,0
"268","Herpesviridae",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269","Nile crocodilepox virus Zimbabwe/Ume/2001",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"270","Staphylococcus phage IME-SA4",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0
"271","Streptococcus phage MM1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272","Synechococcus phage S-EIVl",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"273","Escherichia phage P694",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"274","Cronobacter phage CR9",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275","Human papillomavirus type 179",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276","Human papillomavirus type 135",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277","Cyanophage P-RSM6",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"278","Cynomolgus Epstein-Barr Virus TsB-B6",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"279","Cyprinid herpesvirus 2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
"280","Equid herpesvirus 2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"281","Heliothis zea nudivirus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"282","Human endogenous retrovirus HCML-ARV",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"283","Human papillomavirus type 39",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"284","Meles meles polyomavirus 1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"285","Plutella xylostella multiple nucleopolyhedrovirus",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"286","Prochlorococcus phage P-RSM4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"287","Rhizobium phage RHEph01",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"288","unclassified dsDNA viruses",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"289","Aeromonas phage vB_AsaM-56",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"290","Mesorhizobium phage vB_MloP_Lo5R7ANS",0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"291","Streptococcus phage PH15",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"292","Streptococcus phage SPQS1",0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"293","Bathycoccus sp. RCC1105 virus BpV2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"294","Crocidura russula cytomegalovirus 1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"295","Glossina pallidipes salivary gland hypertrophy virus",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"296","Hemileuca sp. nucleopolyhedrovirus",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"297","Oenococcus phage EGM-2013",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"298","Streptococcus phage SM1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"299","Lactobacillus phage phijl1",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
"300","Leuconostoc phage phiMH1",0,0,0,0,0,0,0,0,54,0,0,0,0,0,3,0,0,7,0,0,0
"301","Acidianus two-tailed virus",0,0,0,0,0,0,0,0,0,1,0,1,3,0,1,0,0,0,1,0,0
"302","Actinomyces phage Av-1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"303","Cellulophaga phage phi39:1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"304","Cytomegalovirus",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"305","Human papillomavirus type 114",0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,0,0,1,0,0,0
"306","Human papillomavirus type 21",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"307","Human papillomavirus type 55",0,0,0,0,0,0,0,0,0,1,1,0,0,1,3536,0,0,0,1,0,0
"308","Klebsiella phage phiKO2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"309","Moumouvirus",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"310","Musca domestica salivary gland hypertrophy virus",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"311","Porcine parvovirus 6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"312","Streptococcus phage O1205",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"313","Streptococcus phage phiNJ2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"314","T4likevirus",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"315","Gammaherpesvirinae",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"316","Clostridium phage phiCT453A",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"317","Antheraea pernyi nucleopolyhedrovirus",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"318","Emiliania huxleyi virus 88",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"319","Enterobacteria phage HK544",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"320","Euproctis pseudoconspersa nucleopolyhedrovirus",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"321","Halovirus HCTV-1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"322","Human herpesvirus 1",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"323","Maruca vitrata nucleopolyhedrovirus",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"324","Panine herpesvirus 2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"325","Prochlorococcus phage Syn1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"326","Sclerotinia sclerotiorum endornavirus 2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"327","Streptococcus phage YMC-2011",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"328","unclassified Mimiviridae",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"329","Human papillomavirus type 43",0,0,0,0,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0,0,0
"330","Alphaherpesvirinae",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"331","Alphapapillomavirus 5",0,0,0,0,0,0,0,0,0,0,0,1,0,38,0,0,0,0,0,0,0
"332","Circoviridae bovine stool/BK/KOR/2011",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"333","Coxsackievirus B3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"334","Emiliania huxleyi virus 164",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0
"335","Enterococcus phage vB_Efae230P-4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0
"336","Erwinia phage Ea35-70",0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"337","Human papillomavirus type 96",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"338","Lactobacillus phage c5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"339","Lactobacillus phage EV3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"340","Mycobacterium phage Dori",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"341","Paramecium bursaria chlorella virus MT325",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"342","Rhodococcus phage RER2",0,0,0,0,0,0,0,0,0,0,0,1,255,0,0,0,0,0,0,0,0
"343","Saimiriine herpesvirus 2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"344","Stenotrophomonas phage IME15",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"345","T7likevirus",0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,6,0,0,0,0,3
"346","Pectobacterium phage ZF40",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0
"347","Phycodnaviridae",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
"348","Rhizobium phage RR1-A",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0
"349","Synechococcus phage ACG-2014c",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"350","Thermoproteus tenax virus 1",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0
"351","Paramecium bursaria Chlorella virus AR158",0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
"352","Bacillus phage BCP8-2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"353","Brochothrix phage BL3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"354","Cyanophage S-TIM5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"355","Ectocarpus siliculosus virus 1 (isolate Kaikoura)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,0,1,0,0,0
"356","Enterobacteria phage phiJLA23",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"357","Lausannevirus",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"358","Mycobacterium phage MosMoris",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"359","Mycobacterium phage Timshel",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"360","Orgyia pseudotsugata multiple nucleopolyhedrovirus",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"361","Phage 21",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"362","Proboscivirus",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"363","Prochlorococcus phage P-SSM2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"364","Ralstonia phage RSB1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"365","Sfi21dtunalikevirus",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"366","Staphylococcus phage EW",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"367","Synechococcus phage S-SSM5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"368","uncultured Myoviridae",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"369","Aeromonas phage PX29",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"370","Bacillus phage BCD7",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"371","Choristoneura rosaceana alphabaculovirus",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,5,0,0,0
"372","Human adenovirus 8E",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"373","Human papillomavirus type 59",0,0,0,0,0,0,0,0,0,0,0,0,2,251,1,1,0,0,0,0,0
"374","Pelagibacter phage HTVC008M",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"375","Synechococcus phage ACG-2014f",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"376","Bacillus phage Staley",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"377","Flavobacterium phage 6H",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"378","Human herpesvirus 6",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"379","Paramecium bursaria Chlorella virus NE-JV-1",0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0
"380","Phietalikevirus",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"381","Pseudomonas phage PS5",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,26,0,0,0,0,0
"382","Rhodococcus phage RGL3",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"383","Roseobacter phage SIO1",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"384","Staphylococcus phage Ipla5",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"385","Synechococcus phage S-CBS3",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"386","Mycobacterium phage Sheen",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"387","Staphylococcus phage phiIBB-SEP1",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"388","Staphylococcus phage phiIPLA-C1C",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"389","Bacillus phage vB_BanS-Tsamsa",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"390","Streptococcus phage phi5218",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"391","Acinetobacter phage Presley",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"392","Clostridium phage phiCT19406C",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"393","Vibrio phage phi 3",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"394","Pseudomonas phage PhiPA3",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1
"395","Staphylococcus phage 2638A",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"396","Cellulophaga phage phiST",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"397","EBPR siphovirus 1",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"398","Acinetobacter phage 133",0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"399","Clostridium phage phiCP26F",0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"400","Circoviridae",0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
"401","Deep-sea thermophilic phage D6E",0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,16,0,0,0,0
"402","Staphylococcus phage 6ec",0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"403","Samba virus",0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0
"404","Leuconostoc phage LLC-1",0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"405","Ambystoma tigrinum stebbensi virus",0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
"406","Edwardsiella phage MSW-3",0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0
"407","Geobacillus phage GBK2",0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,1,0,0
"408","Psychrobacter phage pOW20-A",0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
"409","Environmental Halophage eHP-35",0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0
"410","Mycobacterium phage 40AC",0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0
"411","Myoviridae",0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,6,0,0,0,0,0
"412","Geobacillus virus E2",0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0
"413","Prochlorococcus phage Syn33",0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0
"414","unclassified Podoviridae",0,0,0,0,0,0,0,0,0,0,0,0,325,0,1,0,0,0,0,0,0
"415","Mycobacterium phage Luchador",0,0,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,1,0,0
"416","Elephant endotheliotropic herpesvirus 6",0,0,0,0,0,0,0,0,0,0,0,0,746,0,0,0,0,0,0,0,0
"417","Agrotis ipsilon multiple nucleopolyhedrovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"418","Chlorovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"419","Corynebacterium phage BFK20",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"420","Human endogenous retrovirus ERV-9",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"421","Infectious bronchitis virus",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"422","Macaca fascicularis papillomavirus type 4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"423","Mycobacterium phage Goose",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"424","Pea enation mosaic virus-1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"425","Phthorimaea operculella granulovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"426","Procyon lotor papillomavirus 1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"427","Propionibacterium phage PHL082",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"428","Staphylococcus phage 37",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"429","Human papillomavirus type 82",0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0
"430","Alphapapillomavirus 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"431","Alphapapillomavirus 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"432","Enterobacter phage Enc34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"433","Human papillomavirus type 125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"434","Macaca fascicularis papillomavirus type 9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"435","Saccharomonospora phage PIS 136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0
"436","Bat polyomavirus 6a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"437","Human papillomavirus type 86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
"438","Human papillomavirus type 170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"439","Human papillomavirus type 68b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"440","Human papillomavirus type 68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0
"441","Bovine herpesvirus 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"442","Choristoneura rosaceana entomopoxvirus 'L'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"443","Human mastadenovirus C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"444","Indian peanut clump virus L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"445","Meleagrid herpesvirus 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"446","Mycobacterium phage Hamulus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"447","Mycobacterium phage Squirty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"448","Papio hamadryas papillomavirus type 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"449","Small anellovirus 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"450","Spodoptera littoralis nucleopolyhedrovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"451","Synechococcus phage S-SKS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"452","Torque teno mini virus 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"453","Torque teno mini virus ALA22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"454","Mimiviridae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0
"455","Burkholderia phage JG068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"456","Caviid herpesvirus 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"457","uncultured phage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"458","Pseudomonas phage PPpW-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"459","Torque teno mini virus 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"460","Burkholderia phage DC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"461","Escherichia phage Pollock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"462","Faeces associated gemycircularvirus 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
