,hpv,var,pval,phi,cramer
479,t42,Feminine.products.48hrs,1,0.071428571,0.071428571
480,t42,Tampon.Use.cat,0.224137931,0.281718085,0.281718085
481,t42,Tampon.use.1mth,1,0.073947387,0.073947387
482,t42,smoking.current,0.491954023,0.233713176,0.233713176
483,t42,druguse,0.689655172,NA,0.267261242
484,t42,substanceuse,0.468965517,0.141019019,0.141019019
485,t42,Is.the.patient.antiretroviral.naive.,1,0.071428571,0.071428571
486,t42,HIV.Clade...Result,1,NA,0.147441956
487,t42,Likely.mode.of.HIV.acquisition,1,NA,0.202030509
488,t42,HCV.Antibody...Result,0.356321839,NA,0.30980985
489,t42,HCV.PCR...Result,1,NA,0.170346286
490,t42,HBV.sAb...Result,0.096551724,NA,0.385164443
491,t42,HBV.sAg...Result,1,0.089087081,0.089087081
492,t42,HBV.cAb...Result,0.671264368,NA,0.243034841
493,t42,CST,0.379310345,NA,0.37286809
494,t42,nugent_score_result,1,NA,0.124651648
495,t42,bv_infecttotal_2mo,0.995936912,NA,NA
496,t42,bv_infecttotal_1yr,0.996811556,NA,NA
497,t42,bv_life,0.996059234,NA,NA
498,t42,Med.Duration,0.214541733,NA,NA
499,t42,Duration.of.HIV.Infection.,0.578934509,NA,NA
500,t42,CD4.Nadir.,0.210090442,NA,NA
501,t42,Highest.VL.Ever..,0.834733451,NA,NA
502,t42,CD4.,0.194468034,NA,NA
503,t42,VL..copies.mL..,0.077626263,NA,NA
504,t42,Number.of.Different.HPV.Types,0.197610784,NA,NA
505,t45,rxdrug,1,0.072835704,0.072835704
506,t45,antimicrodrug,0.333333333,0.262612866,0.262612866
507,t45,Age.cat,1,0.092847669,0.092847669
508,t45,BMI.under.cat,1,0.071428571,0.071428571
509,t45,BMI.over.cat,0.482758621,0.195615199,0.195615199
510,t45,Ethnicity.cat,0.333333333,0.262612866,0.262612866
511,t45,Ethnicity2.cat,1,NA,0.262612866
512,t45,BV.ever,1,0.151619609,0.151619609
513,t45,Yeast.ever,1,0.111978502,0.111978502
514,t45,UTI.ever,1,0.151619609,0.151619609
515,t45,Trich.ever,1,0.072835704,0.072835704
516,t45,Condyloma.ever,0.233333333,0.336601385,0.336601385
517,t45,GenHerpes.ever,0.133333333,0.473432076,0.473432076
518,t45,Chlamydia.ever,1,0.121566135,0.121566135
519,t45,Gonorrhea.ever,1,0.111978502,0.111978502
520,t45,Syphillis.ever,1,0.08304548,0.08304548
521,t45,Presence.Symptoms.2wks,1,0.1024439,0.1024439
522,t45,Presence.Symptoms.48hrs,1,0.08304548,0.08304548
523,t45,abnormaldischarge2wk,1,0.1024439,0.1024439
524,t45,abnormaldischarge48,1,0.08304548,0.08304548
525,t45,abnormalodor2wk,1,0.08304548,0.08304548
526,t45,abnormalodor48,1,0.072835704,0.072835704
527,t45,irritationdiscomfort2wk,1,0.034482759,0.034482759
528,t45,irritationdiscomfort48,1,0.034482759,0.034482759
529,t45,vaginalsymptomother2wk,1,0.034482759,0.034482759
530,t45,Symptom.pain,1,0.05143445,0.05143445
531,t45,Contraception.H,1,0.08304548,0.08304548
532,t45,Contraception.B.M,0.466666667,0.198516667,0.198516667
533,t45,Contraception.none,0.166666667,0.415227399,0.415227399
534,t45,contramethnotactive___1,1,0.121566135,0.121566135
535,t45,condoms.48h,1,0.049629167,0.049629167
536,t45,Pregnancy.cat,1,0.066666667,0.066666667
537,t45,oralsxfrequency.cat,0.448275862,0.209656967,0.209656967
538,t45,analsxfrequency.cat,0.172413793,0.414039336,0.414039336
539,t45,sextoyfrequency.cat,0.275862069,0.306186218,0.306186218
540,t45,sexpartner1yr.cat,1,0.086258195,0.086258195
541,t45,Feminine.products,1,0.126773138,0.126773138
542,t45,Feminine.products.48hrs,1,0.049629167,0.049629167
543,t45,Tampon.Use.cat,0.482758621,0.195615199,0.195615199
544,t45,Tampon.use.1mth,0.366666667,0.244051487,0.244051487
545,t45,smoking.current,1,0.162385863,0.162385863
546,t45,druguse,1,NA,0.185695338
547,t45,substanceuse,1,0.111978502,0.111978502
548,t45,Is.the.patient.antiretroviral.naive.,1,0.049629167,0.049629167
549,t45,HIV.Clade...Result,1,NA,0.1024439
550,t45,Likely.mode.of.HIV.acquisition,0.266666667,NA,0.371390676
551,t45,HCV.Antibody...Result,0.466666667,NA,0.262612866
552,t45,HCV.PCR...Result,0.2,NA,0.371390676
553,t45,HBV.sAb...Result,1,NA,0.198516667
554,t45,HBV.sAg...Result,1,0.061898446,0.061898446
555,t45,HBV.cAb...Result,1,NA,0.212350743
556,t45,CST,1,NA,0.262612866
557,t45,nugent_score_result,1,NA,0.198516667
558,t45,bv_infecttotal_2mo,0.997499457,NA,NA
559,t45,bv_infecttotal_1yr,0.477382352,NA,NA
560,t45,bv_life,0.853091204,NA,NA
561,t45,Med.Duration,0.78631466,NA,NA
562,t45,Duration.of.HIV.Infection.,0.783997416,NA,NA
563,t45,CD4.Nadir.,0.856845267,NA,NA
564,t45,Highest.VL.Ever..,0.89608766,NA,NA
565,t45,CD4.,0.830773315,NA,NA
566,t45,VL..copies.mL..,0.979940919,NA,NA
567,t45,Number.of.Different.HPV.Types,0.99945996,NA,NA
568,t51,rxdrug,0.359605911,0.196116135,0.196116135
569,t51,antimicrodrug,1,0,0
570,t51,Age.cat,0.501477833,0.111111111,0.111111111
571,t51,BMI.under.cat,1,0.104828484,0.104828484
572,t51,BMI.over.cat,0.597701149,0.125015262,0.125015262
573,t51,Ethnicity.cat,1,0,0
574,t51,Ethnicity2.cat,0.753694581,NA,0.272165527
575,t51,BV.ever,0.255172414,0.272165527,0.272165527
576,t51,Yeast.ever,1,0.050251891,0.050251891
577,t51,UTI.ever,0.547783251,0.181443685,0.181443685
578,t51,Trich.ever,1,0.13074409,0.13074409
579,t51,Condyloma.ever,1,0.078811041,0.078811041
580,t51,GenHerpes.ever,0.359605911,0.196116135,0.196116135
581,t51,Chlamydia.ever,0.534482759,0.21821789,0.21821789
582,t51,Gonorrhea.ever,0.544827586,0.201007563,0.201007563
583,t51,Syphillis.ever,1,0.149071198,0.149071198
584,t51,Presence.Symptoms.2wks,1,0.183892428,0.183892428
585,t51,Presence.Symptoms.48hrs,1,0.149071198,0.149071198
586,t51,abnormaldischarge2wk,1,0.183892428,0.183892428
587,t51,abnormaldischarge48,1,0.149071198,0.149071198
588,t51,abnormalodor2wk,1,0.149071198,0.149071198
589,t51,abnormalodor48,1,0.13074409,0.13074409
590,t51,irritationdiscomfort2wk,1,0.061898446,0.061898446
591,t51,irritationdiscomfort48,1,0.061898446,0.061898446
592,t51,vaginalsymptomother2wk,1,0.061898446,0.061898446
593,t51,Symptom.pain,1,0.092450033,0.092450033
594,t51,Contraception.H,1,0.149071198,0.149071198
595,t51,Contraception.B.M,1,0.089087081,0.089087081
596,t51,Contraception.none,0.064039409,0.447213595,0.447213595
597,t51,contramethnotactive___1,0.534482759,0.21821789,0.21821789
598,t51,condoms.48h,0.006896552,0.801783726,0.801783726
599,t51,Pregnancy.cat,0.297924298,0.253333333,0.253333333
600,t51,oralsxfrequency.cat,1,0.078509287,0.078509287
601,t51,analsxfrequency.cat,0.446086481,0.14470719,0.14470719
602,t51,sextoyfrequency.cat,0.176245211,0.297014037,0.297014037
603,t51,sexpartner1yr.cat,1,0.155043418,0.155043418
604,t51,Feminine.products,0.532019704,0.227866358,0.227866358
605,t51,Feminine.products.48hrs,1,0.089087081,0.089087081
606,t51,Tampon.Use.cat,1,0.1015749,0.1015749
607,t51,Tampon.use.1mth,1,0.023057149,0.023057149
608,t51,smoking.current,0.56453202,0.156956985,0.156956985
609,t51,druguse,0.56773399,NA,0.222222222
610,t51,substanceuse,1,0.050251891,0.050251891
611,t51,Is.the.patient.antiretroviral.naive.,1,0.089087081,0.089087081
612,t51,HIV.Clade...Result,0.059605911,NA,0.524749768
613,t51,Likely.mode.of.HIV.acquisition,0.160098522,NA,0.400616808
614,t51,HCV.Antibody...Result,1,NA,0.136082763
615,t51,HCV.PCR...Result,0.574384236,NA,0.207869855
616,t51,HBV.sAb...Result,1,NA,0.152312256
617,t51,HBV.sAg...Result,1,0.111111111,0.111111111
618,t51,HBV.cAb...Result,0.204679803,NA,0.38118125
619,t51,CST,0.410098522,NA,0.471404521
620,t51,nugent_score_result,0.064039409,NA,0.460043706
621,t51,bv_infecttotal_2mo,0.995804506,NA,NA
622,t51,bv_infecttotal_1yr,0.582520021,NA,NA
623,t51,bv_life,0.93353555,NA,NA
624,t51,Med.Duration,0.929334911,NA,NA
625,t51,Duration.of.HIV.Infection.,0.721830259,NA,NA
626,t51,CD4.Nadir.,0.331210449,NA,NA
627,t51,Highest.VL.Ever..,0.795975786,NA,NA
628,t51,CD4.,0.875465113,NA,NA
629,t51,VL..copies.mL..,0.646144667,NA,NA
630,t51,Number.of.Different.HPV.Types,0.062766533,NA,NA
631,t52,rxdrug,1,0.072835704,0.072835704
632,t52,antimicrodrug,0.333333333,0.262612866,0.262612866
633,t52,Age.cat,1,0.092847669,0.092847669
634,t52,BMI.under.cat,1,0.071428571,0.071428571
635,t52,BMI.over.cat,0.482758621,0.195615199,0.195615199
636,t52,Ethnicity.cat,1,0.131306433,0.131306433
637,t52,Ethnicity2.cat,1,NA,0.262612866
638,t52,BV.ever,1,0.151619609,0.151619609
639,t52,Yeast.ever,1,0.111978502,0.111978502
640,t52,UTI.ever,1,0.151619609,0.151619609
641,t52,Trich.ever,0.133333333,0.473432076,0.473432076
642,t52,Condyloma.ever,0.233333333,0.336601385,0.336601385
643,t52,GenHerpes.ever,0.133333333,0.473432076,0.473432076
644,t52,Chlamydia.ever,0.3,0.283654314,0.283654314
645,t52,Gonorrhea.ever,0.266666667,0.307940881,0.307940881
646,t52,Syphillis.ever,0.166666667,0.415227399,0.415227399
647,t52,Presence.Symptoms.2wks,0.233333333,0.336601385,0.336601385
648,t52,Presence.Symptoms.48hrs,0.166666667,0.415227399,0.415227399
649,t52,abnormaldischarge2wk,0.233333333,0.336601385,0.336601385
650,t52,abnormaldischarge48,0.166666667,0.415227399,0.415227399
651,t52,abnormalodor2wk,1,0.08304548,0.08304548
652,t52,abnormalodor48,1,0.072835704,0.072835704
653,t52,irritationdiscomfort2wk,1,0.034482759,0.034482759
654,t52,irritationdiscomfort48,1,0.034482759,0.034482759
655,t52,vaginalsymptomother2wk,1,0.034482759,0.034482759
656,t52,Symptom.pain,0.068965517,0.694365075,0.694365075
657,t52,Contraception.H,1,0.08304548,0.08304548
658,t52,Contraception.B.M,1,0.173702083,0.173702083
659,t52,Contraception.none,1,0.08304548,0.08304548
660,t52,contramethnotactive___1,1,0.121566135,0.121566135
661,t52,condoms.48h,1,0.049629167,0.049629167
662,t52,Pregnancy.cat,1,0.066666667,0.066666667
663,t52,oralsxfrequency.cat,0.448275862,0.209656967,0.209656967
664,t52,analsxfrequency.cat,1,0.086258195,0.086258195
665,t52,sextoyfrequency.cat,1,0.116642369,0.116642369
666,t52,sexpartner1yr.cat,1,0.086258195,0.086258195
667,t52,Feminine.products,1,0.126773138,0.126773138
668,t52,Feminine.products.48hrs,1,0.049629167,0.049629167
669,t52,Tampon.Use.cat,0.482758621,0.195615199,0.195615199
670,t52,Tampon.use.1mth,0.366666667,0.244051487,0.244051487
671,t52,smoking.current,1,0.162385863,0.162385863
672,t52,druguse,1,NA,0.185695338
673,t52,substanceuse,1,0.111978502,0.111978502
674,t52,Is.the.patient.antiretroviral.naive.,1,0.049629167,0.049629167
675,t52,HIV.Clade...Result,1,NA,0.1024439
676,t52,Likely.mode.of.HIV.acquisition,0.5,NA,0.336601385
677,t52,HCV.Antibody...Result,0.466666667,NA,0.262612866
678,t52,HCV.PCR...Result,0.466666667,NA,0.307940881
679,t52,HBV.sAb...Result,1,NA,0.198516667
680,t52,HBV.sAg...Result,1,0.061898446,0.061898446
681,t52,HBV.cAb...Result,0.566666667,NA,0.244051487
682,t52,CST,1,NA,0.262612866
683,t52,nugent_score_result,0.166666667,NA,0.415227399
684,t52,bv_infecttotal_2mo,0.997499457,NA,NA
685,t52,bv_infecttotal_1yr,0.996968711,NA,NA
686,t52,bv_life,0.617686645,NA,NA
687,t52,Med.Duration,0.68280238,NA,NA
688,t52,Duration.of.HIV.Infection.,0.219546407,NA,NA
689,t52,CD4.Nadir.,0.504438065,NA,NA
690,t52,Highest.VL.Ever..,0.566630623,NA,NA
691,t52,CD4.,0.214615596,NA,NA
692,t52,VL..copies.mL..,0.823359482,NA,NA
693,t52,Number.of.Different.HPV.Types,0.792155963,NA,NA
694,t53,rxdrug,1,0.104828484,0.104828484
695,t53,antimicrodrug,0.103448276,0.377964473,0.377964473
696,t53,Age.cat,0.365517241,0.200445931,0.200445931
697,t53,BMI.under.cat,1,0.071428571,0.071428571
698,t53,BMI.over.cat,1,0.009390603,0.009390603
699,t53,Ethnicity.cat,0.540229885,0.188982237,0.188982237
700,t53,Ethnicity2.cat,0.310344828,NA,0.377964473
701,t53,BV.ever,0.503448276,0.21821789,0.21821789
702,t53,Yeast.ever,1,0.161164593,0.161164593
703,t53,UTI.ever,0.503448276,0.21821789,0.21821789
704,t53,Trich.ever,0.252873563,0.28827833,0.28827833
705,t53,Condyloma.ever,1,0.147441956,0.147441956
706,t53,GenHerpes.ever,1,0.104828484,0.104828484
707,t53,Chlamydia.ever,0.082758621,0.40824829,0.40824829
708,t53,Gonorrhea.ever,0.468965517,0.141019019,0.141019019
709,t53,Syphillis.ever,0.310344828,0.239045722,0.239045722
710,t53,Presence.Symptoms.2wks,1,0.147441956,0.147441956
711,t53,Presence.Symptoms.48hrs,1,0.119522861,0.119522861
712,t53,abnormaldischarge2wk,1,0.147441956,0.147441956
713,t53,abnormaldischarge48,1,0.119522861,0.119522861
714,t53,abnormalodor2wk,1,0.119522861,0.119522861
715,t53,abnormalodor48,1,0.104828484,0.104828484
716,t53,irritationdiscomfort2wk,1,0.049629167,0.049629167
717,t53,irritationdiscomfort48,1,0.049629167,0.049629167
718,t53,vaginalsymptomother2wk,1,0.049629167,0.049629167
719,t53,Symptom.pain,1,0.074074074,0.074074074
720,t53,Contraception.H,0.310344828,0.239045722,0.239045722
721,t53,Contraception.B.M,1,0.017857143,0.017857143
722,t53,Contraception.none,1,0.119522861,0.119522861
723,t53,contramethnotactive___1,1,0.174963553,0.174963553
724,t53,condoms.48h,1,0.071428571,0.071428571
725,t53,Pregnancy.cat,1,0.096076892,0.096076892
726,t53,oralsxfrequency.cat,0.192118227,0.301940542,0.301940542
727,t53,analsxfrequency.cat,0.320197044,0.236029398,0.236029398
728,t53,sextoyfrequency.cat,0.482758621,0.136487171,0.136487171
729,t53,sexpartner1yr.cat,1,0.124225999,0.124225999
730,t53,Feminine.products,1,0.182574186,0.182574186
731,t53,Feminine.products.48hrs,1,0.071428571,0.071428571
732,t53,Tampon.Use.cat,0.482758621,0.262936879,0.262936879
733,t53,Tampon.use.1mth,0.51954023,0.203355313,0.203355313
734,t53,smoking.current,1,0.035955873,0.035955873
735,t53,druguse,0.689655172,NA,0.267261242
736,t53,substanceuse,0.064367816,0.44320263,0.44320263
737,t53,Is.the.patient.antiretroviral.naive.,1,0.071428571,0.071428571
738,t53,HIV.Clade...Result,0.206896552,NA,0.361157559
739,t53,Likely.mode.of.HIV.acquisition,0.517241379,NA,0.231455025
740,t53,HCV.Antibody...Result,0.209195402,NA,0.377964473
741,t53,HCV.PCR...Result,0.098850575,NA,0.44320263
742,t53,HBV.sAb...Result,1,NA,0.089696856
743,t53,HBV.sAg...Result,1,0.089087081,0.089087081
744,t53,HBV.cAb...Result,0.671264368,NA,0.305624923
745,t53,CST,0.620689655,NA,0.340692572
746,t53,nugent_score_result,0.275862069,NA,0.351250087
747,t53,bv_infecttotal_2mo,0.995936912,NA,NA
748,t53,bv_infecttotal_1yr,0.996811556,NA,NA
749,t53,bv_life,0.475058031,NA,NA
750,t53,Med.Duration,0.587987337,NA,NA
751,t53,Duration.of.HIV.Infection.,0.767359208,NA,NA
752,t53,CD4.Nadir.,0.837193823,NA,NA
753,t53,Highest.VL.Ever..,0.254249393,NA,NA
754,t53,CD4.,0.634244334,NA,NA
755,t53,VL..copies.mL..,0.978362154,NA,NA
756,t53,Number.of.Different.HPV.Types,0.912876709,NA,NA
757,t54,rxdrug,0.45447911,0.134615385,0.134615385
758,t54,antimicrodrug,0.095238095,0.346687623,0.346687623
759,t54,Age.cat,0.169129721,0.294174203,0.294174203
760,t54,BMI.under.cat,1,0.104828484,0.104828484
761,t54,BMI.over.cat,1,0.013801311,0.013801311
762,t54,Ethnicity.cat,1,0.069337525,0.069337525
763,t54,Ethnicity2.cat,1,NA,0.138675049
764,t54,BV.ever,0.129720854,0.320256308,0.320256308
765,t54,Yeast.ever,1,0.01478281,0.01478281
766,t54,UTI.ever,1,0.080064077,0.080064077
767,t54,Trich.ever,1,0.153846154,0.153846154
768,t54,Condyloma.ever,0.224521073,0.247297867,0.247297867
769,t54,GenHerpes.ever,0.45447911,0.134615385,0.134615385
770,t54,Chlamydia.ever,1,0.042796049,0.042796049
771,t54,Gonorrhea.ever,0.550446999,0.236524958,0.236524958
772,t54,Syphillis.ever,0.5384054,0.087705802,0.087705802
773,t54,Presence.Symptoms.2wks,1,0.015456117,0.015456117
774,t54,Presence.Symptoms.48hrs,0.5384054,0.087705802,0.087705802
775,t54,abnormaldischarge2wk,1,0.015456117,0.015456117
776,t54,abnormaldischarge48,0.5384054,0.087705802,0.087705802
777,t54,abnormalodor2wk,0.5384054,0.087705802,0.087705802
778,t54,abnormalodor48,0.45447911,0.134615385,0.134615385
779,t54,irritationdiscomfort2wk,0.133333333,0.473432076,0.473432076
780,t54,irritationdiscomfort48,0.133333333,0.473432076,0.473432076
781,t54,vaginalsymptomother2wk,1,0.072835704,0.072835704
782,t54,Symptom.pain,1,0.108866211,0.108866211
783,t54,Contraception.H,1,0.175411604,0.175411604
784,t54,Contraception.B.M,1,0.026207121,0.026207121
785,t54,Contraception.none,0.5384054,0.087705802,0.087705802
786,t54,contramethnotactive___1,0.287356322,0.256776296,0.256776296
787,t54,condoms.48h,0.252873563,0.28827833,0.28827833
788,t54,Pregnancy.cat,0.297924298,0.253333333,0.253333333
789,t54,oralsxfrequency.cat,1,0.041602515,0.041602515
790,t54,analsxfrequency.cat,0.126520989,0.346890953,0.346890953
791,t54,sextoyfrequency.cat,0.052460949,0.424334212,0.424334212
792,t54,sexpartner1yr.cat,1,0.182574186,0.182574186
793,t54,Feminine.products,1,0.052174919,0.052174919
794,t54,Feminine.products.48hrs,1,0.104828484,0.104828484
795,t54,Tampon.Use.cat,0.597701149,0.186317701,0.186317701
796,t54,Tampon.use.1mth,1,0.094959457,0.094959457
797,t54,smoking.current,0.612917351,0.145114187,0.145114187
798,t54,druguse,0.793103448,NA,0.226455407
799,t54,substanceuse,1,0.01478281,0.01478281
800,t54,Is.the.patient.antiretroviral.naive.,1,0.104828484,0.104828484
801,t54,HIV.Clade...Result,0.67688378,NA,0.176480835
802,t54,Likely.mode.of.HIV.acquisition,0.088122605,NA,0.449358517
803,t54,HCV.Antibody...Result,0.795657727,NA,0.183449846
804,t54,HCV.PCR...Result,0.146579091,NA,0.332531086
805,t54,HBV.sAb...Result,0.422222222,NA,0.216597839
806,t54,HBV.sAg...Result,0.359605911,0.196116135,0.196116135
807,t54,HBV.cAb...Result,0.227732166,NA,0.306488028
808,t54,CST,0.458128079,NA,0.360288346
809,t54,nugent_score_result,0.104725415,NA,0.399174973
810,t54,bv_infecttotal_2mo,0.569784064,NA,NA
811,t54,bv_infecttotal_1yr,0.146374924,NA,NA
812,t54,bv_life,0.300915534,NA,NA
813,t54,Med.Duration,0.712001378,NA,NA
814,t54,Duration.of.HIV.Infection.,0.860212401,NA,NA
815,t54,CD4.Nadir.,0.968188125,NA,NA
816,t54,Highest.VL.Ever..,0.763926571,NA,NA
817,t54,CD4.,0.4277628,NA,NA
818,t54,VL..copies.mL..,0.642917169,NA,NA
819,t54,Number.of.Different.HPV.Types,0.055116231,NA,NA
820,t56,rxdrug,1,0.13074409,0.13074409
821,t56,antimicrodrug,0.251231527,0.23570226,0.23570226
822,t56,Age.cat,1,0.166666667,0.166666667
823,t56,BMI.under.cat,1,0.104828484,0.104828484
824,t56,BMI.over.cat,0.597701149,0.125015262,0.125015262
825,t56,Ethnicity.cat,0.251231527,0.23570226,0.23570226
826,t56,Ethnicity2.cat,0.753694581,NA,0.272165527
827,t56,BV.ever,1,0.045360921,0.045360921
828,t56,Yeast.ever,0.544827586,0.201007563,0.201007563
829,t56,UTI.ever,0.255172414,0.272165527,0.272165527
830,t56,Trich.ever,0.359605911,0.196116135,0.196116135
831,t56,Condyloma.ever,0.127586207,0.341514509,0.341514509
832,t56,GenHerpes.ever,0.039408867,0.52297636,0.52297636
833,t56,Chlamydia.ever,1,0.024246432,0.024246432
834,t56,Gonorrhea.ever,1,0.050251891,0.050251891
835,t56,Syphillis.ever,0.433497537,0.149071198,0.149071198
836,t56,Presence.Symptoms.2wks,1,0.078811041,0.078811041
837,t56,Presence.Symptoms.48hrs,0.433497537,0.149071198,0.149071198
838,t56,abnormaldischarge2wk,1,0.078811041,0.078811041
839,t56,abnormaldischarge48,0.433497537,0.149071198,0.149071198
840,t56,abnormalodor2wk,1,0.149071198,0.149071198
841,t56,abnormalodor48,1,0.13074409,0.13074409
842,t56,irritationdiscomfort2wk,1,0.061898446,0.061898446
843,t56,irritationdiscomfort48,1,0.061898446,0.061898446
844,t56,vaginalsymptomother2wk,1,0.061898446,0.061898446
845,t56,Symptom.pain,0.199507389,0.354391792,0.354391792
846,t56,Contraception.H,1,0.149071198,0.149071198
847,t56,Contraception.B.M,0.586206897,0.133630621,0.133630621
848,t56,Contraception.none,0.433497537,0.149071198,0.149071198
849,t56,contramethnotactive___1,1,0.024246432,0.024246432
850,t56,condoms.48h,1,0.089087081,0.089087081
851,t56,Pregnancy.cat,1,0.096076892,0.096076892
852,t56,oralsxfrequency.cat,0.573070608,0.149167645,0.149167645
853,t56,analsxfrequency.cat,0.446086481,0.14470719,0.14470719
854,t56,sextoyfrequency.cat,1,0.043678535,0.043678535
855,t56,sexpartner1yr.cat,0.446086481,0.14470719,0.14470719
856,t56,Feminine.products,0.532019704,0.227866358,0.227866358
857,t56,Feminine.products.48hrs,1,0.089087081,0.089087081
858,t56,Tampon.Use.cat,0.099616858,0.351605423,0.351605423
859,t56,Tampon.use.1mth,0.536699507,0.207514339,0.207514339
860,t56,smoking.current,0.237931034,0.291491544,0.291491544
861,t56,druguse,0.27955665,NA,0.333333333
862,t56,substanceuse,0.544827586,0.201007563,0.201007563
863,t56,Is.the.patient.antiretroviral.naive.,1,0.089087081,0.089087081
864,t56,HIV.Clade...Result,1,NA,0.183892428
865,t56,Likely.mode.of.HIV.acquisition,0.115763547,NA,0.402811985
866,t56,HCV.Antibody...Result,0.113300493,NA,0.36004115
867,t56,HCV.PCR...Result,0.089655172,NA,0.368513866
868,t56,HBV.sAb...Result,1,NA,0.152312256
869,t56,HBV.sAg...Result,1,0.111111111,0.111111111
870,t56,HBV.cAb...Result,1,NA,0.113036924
871,t56,CST,0.5591133,NA,0.36004115
872,t56,nugent_score_result,0.374137931,NA,0.262265264
873,t56,bv_infecttotal_2mo,0.995804506,NA,NA
874,t56,bv_infecttotal_1yr,0.811313042,NA,NA
875,t56,bv_life,0.739939871,NA,NA
876,t56,Med.Duration,0.870420371,NA,NA
877,t56,Duration.of.HIV.Infection.,0.163037547,NA,NA
878,t56,CD4.Nadir.,0.290892167,NA,NA
879,t56,Highest.VL.Ever..,0.799174421,NA,NA
880,t56,CD4.,0.257631487,NA,NA
881,t56,VL..copies.mL..,0.723031147,NA,NA
882,t56,Number.of.Different.HPV.Types,0.048629473,NA,NA
883,t58,rxdrug,1,0.072835704,0.072835704
884,t58,antimicrodrug,1,0.131306433,0.131306433
885,t58,Age.cat,1,0.092847669,0.092847669
886,t58,BMI.under.cat,1,0.071428571,0.071428571
887,t58,BMI.over.cat,0.482758621,0.195615199,0.195615199
888,t58,Ethnicity.cat,1,0.131306433,0.131306433
889,t58,Ethnicity2.cat,1,NA,0.262612866
890,t58,BV.ever,1,0.151619609,0.151619609
891,t58,Yeast.ever,0.266666667,0.307940881,0.307940881
892,t58,UTI.ever,0.4,0.227429413,0.227429413
893,t58,Trich.ever,1,0.072835704,0.072835704
894,t58,Condyloma.ever,1,0.1024439,0.1024439
895,t58,GenHerpes.ever,1,0.072835704,0.072835704
896,t58,Chlamydia.ever,0.3,0.283654314,0.283654314
897,t58,Gonorrhea.ever,1,0.111978502,0.111978502
898,t58,Syphillis.ever,0.166666667,0.415227399,0.415227399
899,t58,Presence.Symptoms.2wks,0.233333333,0.336601385,0.336601385
900,t58,Presence.Symptoms.48hrs,0.166666667,0.415227399,0.415227399
901,t58,abnormaldischarge2wk,0.233333333,0.336601385,0.336601385
902,t58,abnormaldischarge48,0.166666667,0.415227399,0.415227399
903,t58,abnormalodor2wk,0.166666667,0.415227399,0.415227399
904,t58,abnormalodor48,0.133333333,0.473432076,0.473432076
905,t58,irritationdiscomfort2wk,1,0.034482759,0.034482759
906,t58,irritationdiscomfort48,1,0.034482759,0.034482759
907,t58,vaginalsymptomother2wk,1,0.034482759,0.034482759
908,t58,Symptom.pain,1,0.05143445,0.05143445
909,t58,Contraception.H,1,0.08304548,0.08304548
910,t58,Contraception.B.M,1,0.173702083,0.173702083
911,t58,Contraception.none,1,0.08304548,0.08304548
912,t58,contramethnotactive___1,1,0.121566135,0.121566135
913,t58,condoms.48h,1,0.049629167,0.049629167
914,t58,Pregnancy.cat,1,0.066666667,0.066666667
915,t58,oralsxfrequency.cat,1,0.170346286,0.170346286
916,t58,analsxfrequency.cat,0.172413793,0.414039336,0.414039336
917,t58,sextoyfrequency.cat,1,0.116642369,0.116642369
918,t58,sexpartner1yr.cat,1,0.086258195,0.086258195
919,t58,Feminine.products,1,0.126773138,0.126773138
920,t58,Feminine.products.48hrs,1,0.049629167,0.049629167
921,t58,Tampon.Use.cat,1,0.182574186,0.182574186
922,t58,Tampon.use.1mth,1,0.141292966,0.141292966
923,t58,smoking.current,1,0.162385863,0.162385863
924,t58,druguse,1,NA,0.185695338
925,t58,substanceuse,1,0.111978502,0.111978502
926,t58,Is.the.patient.antiretroviral.naive.,1,0.049629167,0.049629167
927,t58,HIV.Clade...Result,1,NA,0.1024439
928,t58,Likely.mode.of.HIV.acquisition,1,NA,0.185695338
929,t58,HCV.Antibody...Result,0.466666667,NA,0.262612866
930,t58,HCV.PCR...Result,0.2,NA,0.371390676
931,t58,HBV.sAb...Result,1,NA,0.198516667
932,t58,HBV.sAg...Result,1,0.061898446,0.061898446
933,t58,HBV.cAb...Result,0.566666667,NA,0.244051487
934,t58,CST,0.666666667,NA,0.336601385
935,t58,nugent_score_result,0.533333333,NA,0.244051487
936,t58,bv_infecttotal_2mo,0.997499457,NA,NA
937,t58,bv_infecttotal_1yr,0.477382352,NA,NA
938,t58,bv_life,0.853091204,NA,NA
939,t58,Med.Duration,0.370315215,NA,NA
940,t58,Duration.of.HIV.Infection.,0.560436736,NA,NA
941,t58,CD4.Nadir.,0.352471676,NA,NA
942,t58,Highest.VL.Ever..,0.887415631,NA,NA
943,t58,CD4.,0.562629249,NA,NA
944,t58,VL..copies.mL..,0.159890391,NA,NA
945,t58,Number.of.Different.HPV.Types,0.792155963,NA,NA
946,t59,rxdrug,0.133333333,0.473432076,0.473432076
947,t59,antimicrodrug,1,0.131306433,0.131306433
948,t59,Age.cat,0.2,0.371390676,0.371390676
949,t59,BMI.under.cat,1,0.071428571,0.071428571
950,t59,BMI.over.cat,0.482758621,0.195615199,0.195615199
951,t59,Ethnicity.cat,1,0.131306433,0.131306433
952,t59,Ethnicity2.cat,1,NA,0.262612866
