"","Var1","Vogue1A.01.52","Vogue1A.01.59","Vogue1A.01.61","Vogue1A.01.62","Vogue1A.01.64","Vogue1A.01.65","Vogue1A.01.68","Vogue1A.01.69","Vogue1A.01.70","Vogue1A.01.71","Vogue1A.01.74","Vogue1A.01.75","Vogue1A.01.76","Vogue1A.01.77","Vogue1A.01.78","Vogue1A.01.81","Vogue1A.01.84","Vogue1A.01.85","Vogue1A.01.92","Vogue1A.01.101","Vogue1A.01.106"
"280",537874,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"281",1208587,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"282",1303346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"283",1367203,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"284",157924,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"285",308707,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"286",379529,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"287",880160,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"288",942165,0,0,0,0,0,0,0,0,1,0,0,10,4,0,0,79,0,1,2,0,1
"289",235201,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
"290",912321,0,0,0,0,0,0,0,0,54,0,0,0,0,0,3,0,0,7,0,0,0
"291",10663,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"292",1327993,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"293",1472911,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"294",255431,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"295",31548,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"296",315953,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0
"297",338473,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"298",37114,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2290,0,0,0,1,0,0
"299",523909,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"300",735496,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,0,0,1,0,0,0
"301",85154,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"302",985782,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"303",10374,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"304",1567012,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"305",10298,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"306",1051631,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"307",1273746,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"308",1307954,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"309",1478132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"310",161494,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"311",181217,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"312",188763,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"313",307467,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"314",432201,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"315",10591,0,0,0,0,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0,0,0
"316",10293,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"317",110456,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"318",1109715,0,0,0,0,0,0,0,0,0,0,0,1,255,0,0,0,0,0,0,0,0
"319",1127491,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"320",1161939,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0
"321",12072,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"322",1239382,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"323",1421423,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0
"324",1429768,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"325",337044,0,0,0,0,0,0,0,0,0,0,0,1,0,37,0,0,0,0,0,0,0
"326",346932,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"327",508419,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"328",980881,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"329",10501,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
"330",1127516,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0
"331",929833,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0
"332",1079998,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"333",10479,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0
"334",380598,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
"335",1032895,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"336",10743,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"337",1129192,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"338",1137745,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"339",1273706,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"340",1471542,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"341",1623304,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"342",262177,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"343",268746,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"344",320841,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"345",336724,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"346",445685,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"347",548689,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"348",551790,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"349",654926,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,0,1,0,0,0
"350",764562,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"351",999883,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"352",1136534,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"353",1283076,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"354",1367205,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,5,0,0,0
"355",1493511,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"356",216370,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"357",37115,0,0,0,0,0,0,0,0,0,0,0,0,2,249,1,1,0,0,0,0,0
"358",926067,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"359",10368,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"360",1109716,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"361",1197952,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"362",1278261,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0
"363",1325731,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"364",136084,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"365",1406792,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"366",1623298,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"367",753085,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"368",1589274,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"369",1340769,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"370",1572704,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"371",1289597,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"372",1308863,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"373",1406780,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"374",1567011,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"375",1589298,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"376",320836,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"377",998086,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1
"378",756282,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"379",1048520,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"380",279006,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"381",673376,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"382",39724,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
"383",1500386,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"384",749413,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,16,0,0,0,0
"385",1461100,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0
"386",1486429,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"387",217733,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
"388",1264700,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0
"389",1458842,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,1,0,0
"390",754048,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
"391",1168837,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0
"392",1458717,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0
"393",10662,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,6,0,0,0,0,0
"394",447909,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0
"395",444878,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0
"396",196895,0,0,0,0,0,0,0,0,0,0,0,0,325,0,1,0,0,0,0,0,0
"397",1647300,0,0,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,1,0,0
"398",768739,0,0,0,0,0,0,0,0,0,0,0,0,746,0,0,0,0,0,0,0,0
"399",10570,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"400",11120,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"401",1211282,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"402",181083,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"403",192584,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"404",208013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"405",28358,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"406",312349,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"407",320840,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"408",471182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"409",129724,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0
"410",1150990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"411",182851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0
"412",337042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"413",337043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"414",524652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"415",1623685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"416",171370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
"417",1315265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"418",940838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"419",45240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0
"420",10320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"421",10456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"422",11103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"423",119102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"424",1293539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"425",129951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"426",1340824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"427",1527512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"428",1535290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"429",289367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"430",37108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"431",687370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"432",754042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"433",1401297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"434",278008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"435",33706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"436",1279082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"437",687375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"438",1136535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"439",1540097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"440",1391034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"441",1273450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
"442",419544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
"443",10407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0
"444",1520006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"445",193121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"446",31523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"447",85618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"448",880161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"449",889812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"450",985780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"451",981323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"452",1147043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"453",51369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"454",549779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"455",1089121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"456",148339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"457",1647386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"458",298338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"459",37959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"460",908819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"461",10385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"462",1168812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"463",1234615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"464",1367204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"465",151599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"466",340907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"467",36355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"468",878329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"469",1478972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"470",1619217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"471",260149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"472",260717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"473",333759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"474",37111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"475",538979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"476",69986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"477",727977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"478",79890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"479",927771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"480",10614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"481",345201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"482",702718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
