,Viral_Species,Vogue1A.01.61,Vogue1A.01.106,Vogue1B2.01.11,Vogue1A.01.52,Vogue1A.01.59,Vogue1A.01.62,Vogue1A.01.64,Vogue1A.01.71,Vogue1A.01.75,Vogue1A.01.76,Vogue1A.01.78,Vogue1A.01.81,Vogue1A.01.84,Vogue1A.01.85,Vogue1A.01.92,Vogue1B.01.01,Vogue1B.01.04,Vogue1B.01.05,Vogue1B.01.06,Vogue1B.01.08,Vogue1B.01.09,Vogue1B.01.11,Vogue1B.01.12,Vogue1B.01.13,Vogue1B.01.15,Vogue1B.01.17,Vogue1B.01.21,Vogue1B.01.26,Vogue1B.01.27,Vogue1B.01.32,Vogue1B.01.34,Vogue1B.01.36,Vogue1B.01.37,Vogue1B.01.38,Vogue1B.01.40,Vogue1B.01.43,Vogue1B.01.51,Vogue1B.01.52,Vogue1B2.01.06,Vogue1B2.01.07,Vogue1B2.01.08,Vogue1B2.01.09,Vogue1B2.01.10,Vogue1B2.01.12,Vogue1B2.01.15,Vogue1A.01.65,Vogue1A.01.68,Vogue1A.01.69,Vogue1A.01.70,Vogue1A.01.74,Vogue1A.01.77,Vogue1A.01.101,Vogue1B.01.03,Vogue1B.01.48
123,Enterobacteria phage N15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Enterococcus phage ECP3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
125,Enterococcus phage EFDG1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
126,Enterococcus phage EFLK1,0,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,4,2,1,0,0,0,0
127,Enterococcus phage vB_Efae230P-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0
128,Enterovirus B,39,0,0,2,4,0,2,4,1,0,1,0,1,0,1206,1,146,2,2,0,2,0,1,1,0,1,0,2,4,1,2,1,0,1,0,0,1,13,12,1,0,2,0,7,2,1,1,3,1,2,1,1,1,3
129,Environmental Halophage eHP-35,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Environmental Halophage eHP-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Equid herpesvirus 5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
132,Erwinia phage Ea35-70,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Erwinia phage GR-2012,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Erwinia phage phiEt88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Escherichia phage ECML-117,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Escherichia phage P694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
137,Escherichia phage Pollock,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Euproctis pseudoconspersa nucleopolyhedrovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
139,Faeces associated gemycircularvirus 5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Falconid herpesvirus 1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
141,Feline leukemia virus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
142,Flavobacterium phage 6H,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Flavobacterium phage FCL-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Frog virus 3,2,0,8,2,0,1,1,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,1,2,0,8,0,0,0,0,0,2,2,0,2,0,0,1,2,3,1,3,1,1,0,2
145,Fusobacterium phage Funu2,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,7,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
146,Geobacillus phage GBK2,0,0,0,0,0,0,0,0,0,44,0,0,0,0,1,0,0,0,0,0,0,9,0,0,4,0,8,820,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Geobacillus virus E2,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,19,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0
148,Glossina hytrovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
149,Glypta fumiferanae ichnovirus,19,38,47,24,3,6,22,16,5,168,2,43,28,4,22,4,6,12,3,4,0,5,8,34,1,48,12,1,25,12,11,5,6,1395,5,4,0,1,3,24,35,1,39,3,5,13,16,25,3,19,8,28,10,15
150,Gordonia phage Gsput1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,328,0,1,0,0,0,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Gordonia phage GTE2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Haemophilus phage HP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Heliothis zea nudivirus,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
154,Hemileuca sp. nucleopolyhedrovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
155,Hepatitis B virus,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Hepatitis C virus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
157,Human endogenous retrovirus K,1,0,2,0,0,1,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
158,Human herpesvirus 1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
159,Human herpesvirus 2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Human herpesvirus 4,59,49,39,35,4,58,39,53,54,32,21,21,30,14,34,718,932047,47,86,56,59,790,56,1610,106,39,46,2220,82,15,43,6,25,34,25,38,27,8,26,129,25,22,34,8,16,181,42,48,25,39,41,28,60,33
161,Human herpesvirus 5,0,0,0,0,0,2,1,0,0,0,0,0,7,0,0,0,0,0,0,2,1,1179,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,2,0
162,Human herpesvirus 6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Human herpesvirus 6A,16,13,29,15,2,7,28,10,8,39,1,11,30,1,9,2,2,10,17,4,0,0,6,0,3,28,6,0,24,1,8,12,3,111,2,2,2,0,1,13,27,0,71,11,1,12,9,32,7,13,10,20,26,24
164,Human herpesvirus 6B,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0
165,Human herpesvirus 8,0,2,0,0,0,0,1,0,7,1,0,0,1,0,0,0,0,0,8,0,0,3,0,0,0,0,0,3,0,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
166,Human immunodeficiency virus 1,1,1,1,0,0,1,0,1,0,0,0,0,4,1,1,0,0,0,27,0,0,4,0,0,0,1,0,0,0,0,0,10,0,2,2,0,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0
167,Human mastadenovirus B,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
168,Human mastadenovirus C,0,13,0,0,0,0,0,0,0,0,2,1,2,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Human mastadenovirus D,63,6,7,5,4,20,5,12,4,13,6,6,3,4,4,6,4,8,6,13,5,8,5,0,10,4,7,11,7,22,6,0,6,7,5,5,3,1,4,737,5,3,11,34,20,16,11,17,3,16,3,4,6,11
260,Human polyomavirus 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
261,Hyposoter fugitivus ichnovirus,2,4,6,5,0,0,3,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,3,0,0,5,0,2,2,1,12,0,0,0,0,0,1,3,0,2,0,0,2,0,2,0,1,2,6,2,0
262,Ictalurid herpesvirus 1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Indian citrus ringspot virus,3,1,1,6,1,1,3,0,1,22,3,3,5,0,1,0,0,0,19,5,0,0,1,1,0,3,0,0,4,0,5,6,9,5,0,0,2,26,0,1,2,0,1,2,0,1,3,1,1,1,2,2,4,2
264,Invertebrate iridescent virus 3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Kallithea virus,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
266,Klebsiella phage NTUH-K2044-K1-1,1,0,0,2,0,1,5,1,0,1,0,1,6,1,2,0,1,1,2,1,0,4,1,0,2,2,0,1,4,0,5,1,1,6,0,0,1,1,0,1,0,0,1,7,1,2,1,3,2,2,4,0,7,4
267,Klebsiella phage phiKO2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,16,13,5,0,24,9,14,2,0,0,5,0,32,3,120,171,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Lactobacillus phage A2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Lactobacillus phage c5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
270,Lactobacillus phage EV3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Lactobacillus phage JCL1032,12,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,2,0,0,0,0,0
272,Lactobacillus phage KC5a,0,0,1,12,1,0,0,0,0,4,0,0,8,0,1,1,0,0,0,231,0,0,0,0,8,0,0,1,0,0,19,11,37,0,0,0,0,0,5,0,2,15,0,331,0,0,0,0,0,2,0,0,118,27
273,Lactobacillus phage Lb338-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Lactobacillus phage LBR48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Lactobacillus phage Ldl1,84,2,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,30,0,5,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
276,Lactobacillus phage LF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Lactobacillus phage LfeInf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,29,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
278,Lactobacillus phage LfeSau,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,43,0,3,0,0,0,0,0,1,0,0,0,0,113,0,0,0,0,2,0,0,0,1,73
279,Lactobacillus phage LL-H,1,0,0,0,0,0,4,1,0,0,0,0,0,15588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
280,Lactobacillus phage LP65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Lactobacillus phage Lrm1,0,0,0,15,7,1,0,0,0,237,0,0,1,57,8,15,0,0,0,0,0,15,2,0,0,1,69,3034,4,0,3,0,0,1,2,35,0,0,5,0,3,0,0,1,0,0,0,0,6,2,0,0,22,0
282,Lactobacillus phage Lv-1,43,2,0,1,0,7,0,0,0,1,3,0,0,0,56,0,0,40,0,0,0,1,0,0,0,0,24,1332,3,0,15,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,35,2,0,0,9,0
283,Lactobacillus phage mv1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
284,Lactobacillus phage phi jlb1,24,0,0,0,0,0,4,0,32,0,1,0,0,12267,433,0,0,15,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,57,0,0,0,0,1,0,2,0,0,0,12,2,0,0,0,0
285,Lactobacillus phage phiadh,23,6,0,0,0,0,2,1,0,415,27,1,429,2440,709,0,0,120,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1027,0,0,0,0,5,393,0,0,0,0,781,0,0,0,0,0
286,Lactobacillus phage phiAQ113,45,0,0,4,0,0,0,0,2,1,0,0,0,38,43,13,0,46,0,0,0,0,0,0,0,0,0,0,14,0,49,0,0,0,0,0,0,46,0,0,0,0,0,2,10,0,0,0,35,3,1,0,0,0
287,Lactobacillus phage phig1e,174,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,10,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
288,Lactobacillus phage phiJB,0,0,0,0,0,0,1,0,0,21,0,0,0,11,8,449,0,15,0,10,0,0,1,0,2,0,0,17,0,0,1,1,153,0,0,2,42,0,0,0,1,156,0,30,3,0,0,1,1,8,0,0,25,0
289,Lactobacillus phage phijl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
290,Lactobacillus phage phiPYB5,6,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2
291,Lactobacillus phage Sha1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
292,Lactobacillus prophage Lj771,1,0,0,35,0,0,0,0,0,0,0,0,23,7,0,1,0,2,0,501,0,0,0,1,10,0,0,0,0,0,30,114,0,0,0,0,0,4,23,0,0,0,0,407,3,0,0,0,4,1,0,0,732,3
293,Lactococcus phage 1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,Lactococcus phage 1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,2,26,0,0,0,81,1,0,2,1,0,0,76,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Lactococcus phage c2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,Lactococcus phage CB13,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,Lactococcus phage phiL47,0,0,0,0,0,0,1,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,Lambdina fiscellaria nucleopolyhedrovirus,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Leucania separata nucleopolyhedrovirus,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
300,Leuconostoc phage LLC-1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,2,0,0,0,10,10,0,0,0,0,0,0,7,1,0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,Leuconostoc phage Ln-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,1,1,0,0,0,0,0,38,1,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Leuconostoc phage phiMH1,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,13,0,0,2,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,54,0,0,0,0,0
303,Lymantria dispar multiple nucleopolyhedrovirus,1,0,0,2,0,0,1,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,3,5,1,0,0,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
309,Macacine herpesvirus 1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Macacine herpesvirus 3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
311,Macacine herpesvirus 4,0,1,1,0,0,0,1,1,0,1,0,0,1,0,2,0,958,0,1,0,0,10,0,9,0,2,0,5,2,0,0,0,1,1,0,66,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,3
312,Macropodid herpesvirus 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,Mamestra brassicae multiple nucleopolyhedrovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Marseilleviridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,Megavirus chiliensis,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,2,0,289,6,0,0,0,0,0,0,46,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
316,Merkel cell polyomavirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0
317,Mesorhizobium phage vB_MloP_Lo5R7ANS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0
318,Microbacterium phage Min1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,Micromonas pusilla virus 12T,0,0,0,103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
321,Molluscum contagiosum virus,150,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,8,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
322,Mosquito VEM virus SDBVL G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Moumouvirus,2,6,0,38,46,0,0,1,6,6,1,1,2,0,1,2,0,0,0,3,0,5,0,1,0,0,1,3,0,0,1,2,37,1,37,4,0,0,2,0,0,48,0,8,0,0,0,0,0,1,0,0,0,1
324,Murid herpesvirus 1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
325,Murid herpesvirus 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
326,Murine leukemia-related retroviruses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
