"","kw.ep","kw.eBH","glm.ep","glm.eBH","signif"
"Nile crocodilepox virus",0.483430531771228,0.93979128724133,0.46335340567378,0.840020109263857,FALSE
"Omikronpapillomavirus 1",0.594927940835056,0.946608859573433,0.523474113956993,0.848551072217631,FALSE
"Orf virus",0.462956477367319,0.937889553382903,0.425176992746739,0.828671773326407,FALSE
"Organic Lake phycodnavirus 2",0.491681910438991,0.940329555873322,0.462639106274505,0.847398737680019,FALSE
"Orgyia leucostigma NPV",0.499733381049216,0.939848288211806,0.531173669428641,0.891227922311011,FALSE
"Other Adenoviridae",0.500695956483798,0.942557937220637,0.48117755799949,0.848942772834782,FALSE
"Other Alphabaculovirus",0.662274012882087,0.951719372136191,0.669023422769042,0.920684791494389,FALSE
"Other Alphapapillomavirus",0.591506767905681,0.945469061898053,0.343521218653219,0.814894687009078,FALSE
"Other Anelloviridae",0.433775260039609,0.935093918018849,0.393824749969754,0.81990980378843,FALSE
"Other Chlorovirus",0.448449018438157,0.936912543457631,0.213776465731766,0.682002335589359,FALSE
"Other Coccolithovirus",0.221078321898364,0.926072347832902,0.114216343403857,0.713612920539515,FALSE
"Other Cytomegalovirus",0.456247207248004,0.93910092711012,0.443716481656438,0.832654818827461,FALSE
"Other dsDNA Viruses",0.657562145701545,0.950358978293264,0.633525677838893,0.923035121404757,FALSE
"Other Enterovirus",0.374582117123021,0.932258122854844,0.184695227345675,0.710952009673417,FALSE
"Other Flaviviridae",0.513261168996839,0.944146705348342,0.494069844209216,0.859371931203102,FALSE
"Other Gammaretrovirus",0.392941814847327,0.932291720185538,0.386588632901817,0.825451741569169,FALSE
"Other Herpesviridae",0.485659079795159,0.940888155184148,0.262589046857204,0.749361184890502,FALSE
"Other L5likevirus",0.496837856836401,0.940648623589255,0.516931224586702,0.884325318966297,FALSE
"Other Lentivirus",0.509262937310115,0.944566760899239,0.500883564994754,0.879052849296723,FALSE
"Other Lymphocryptovirus",0.669892602608178,0.951046376297969,0.0188050153112249,0.407079691533154,FALSE
"Other Mastadenovirus",0.336446615756453,0.932377613494009,0.319736520636812,0.736302606363457,FALSE
"Other Mimiviridae",0.471206164950305,0.940842830970434,0.473619094220976,0.845030218869257,FALSE
"Other Myoviridae",0.531582522037652,0.944542893196551,0.511038546350834,0.873595326247709,FALSE
"Other Papillomaviridae",0.471576117882827,0.934054219525206,0.747195842771648,0.95754866464378,FALSE
"Other Phages",0.514487111935617,0.942439829230571,0.473707439572577,0.848042045015827,FALSE
"Other Phycodnaviridae",0.456808540053329,0.938219170534555,0.442139982761852,0.834376711385758,FALSE
"Other Podoviridae",0.72145454848965,0.957245069571175,0.678194290108518,0.940150692832048,FALSE
"Other Ranavirus",0.522727663067025,0.942788013604804,0.455729127561742,0.84416470863444,FALSE
"Other Roseolovirus",0.477317780657517,0.9403481463674,0.452476329266468,0.842866247096709,FALSE
"Other Siphoviridae",0.648665990962426,0.946263458373649,0.473194663523504,0.891023371464211,FALSE
"Other ssDNA Viruses",0.515843444652213,0.940753435970865,0.493740136072113,0.86660750039621,FALSE
"Other T4likevirus",0.468440756277731,0.93979865226759,0.449106006727781,0.833240642960083,FALSE
"Other T7likevirus",0.72365082347191,0.958748157451314,0.661853096386605,0.926662634903915,FALSE
"Other Tobamovirus",0.437201003832174,0.936312909310073,0.39167903858486,0.813301743776528,FALSE
"Other Viruses",0.637327083742751,0.945430856041503,0.594202104939342,0.919465330525205,FALSE
"Ovine herpesvirus 2",0.484803886290027,0.936449499441277,0.485789408401023,0.844625891723426,FALSE
"Paenibacillus phage PG1",0.500371073840194,0.940717832942011,0.462167301629327,0.849930854360282,FALSE
"Pandoravirus dulcis",0.6963625862639,0.956658936884035,0.675926167145462,0.918431501420413,FALSE
"Pandoravirus inopinatum",0.496748062063716,0.939947177014068,0.377644216355999,0.818340116273209,FALSE
"Pandoravirus salinus",0.147281824963395,0.924209747138212,0.229329463193507,0.769440572577398,FALSE
"Papiine herpesvirus 1",0.504211667561742,0.938921379439452,0.489030628492375,0.877919971577842,FALSE
"Papio hamadryas papillomavirus type 1",0.543467291429492,0.943827099731742,0.615513548710856,0.904300391827409,FALSE
"Paramecium bursaria Chlorella virus A1",0.532823108583548,0.945852313966175,0.467733988923402,0.841098150405545,FALSE
"Paramecium bursaria Chlorella virus AP110A",0.52501508816617,0.943394978887536,0.520848516267852,0.874741827747651,FALSE
"Paramecium bursaria Chlorella virus AR158",0.5096973874677,0.940735981949275,0.467817567508784,0.847552962653845,FALSE
"Paramecium bursaria Chlorella virus CVB-1",0.506052682280089,0.941498957643959,0.480604218800403,0.860254499277376,FALSE
"Paramecium bursaria Chlorella virus CvsA1",0.51015087608024,0.940355685752483,0.465511131145497,0.853570509750352,FALSE
"Paramecium bursaria Chlorella virus NE-JV-1",0.504756416134221,0.936968336914505,0.496990231471356,0.858606519223466,FALSE
"Paramecium bursaria Chlorella virus NY2A",0.489848455997656,0.940337920607038,0.485344072932953,0.864937132684889,FALSE
"Pasteurella phage F108",0.478993482770428,0.94251554742771,0.438006371527646,0.820528678437943,FALSE
"Pectobacterium phage My1",0.281711338537746,0.922987660714806,0.256521471888135,0.751078805926196,FALSE
"Pectobacterium phage ZF40",0.442927083123382,0.937931581023803,0.436433058989667,0.824618567079781,FALSE
"Peromyscus papillomavirus type 1",0.489500123001482,0.941131010287939,0.537871393634857,0.879355082961573,FALSE
"Phaeocystis globosa virus",0.442215681849038,0.934049974118859,0.27908063760633,0.779754497227152,FALSE
"Phaeocystis globosa virus 12T",0.405205933822847,0.937454680947663,0.410511992995383,0.819000262787335,FALSE
"Phage 21",0.477048166545878,0.937125222598532,0.479614365978615,0.856524619370916,FALSE
"Phage Gifsy-1",0.468033966577298,0.938687357426169,0.463955525159247,0.83988074002369,FALSE
"Phage SK137",0.516908590647006,0.941696940708383,0.528393552130917,0.877487244072793,FALSE
"Phthorimaea operculella granulovirus",0.481256761217017,0.941388619680019,0.447305786744191,0.838348031431498,FALSE
"Pigeon aviadenovirus A",0.180637284310732,0.92428359433638,0.159023399329135,0.648772055020031,FALSE
"Pithovirus sibericum",0.526761096850252,0.941918360453916,0.507643037965485,0.856434543772994,FALSE
"Podovirus GOM",0.458657049533978,0.936840870715709,0.456115426097827,0.848246717506713,FALSE
"Polaribacter phage P12002L",0.534540527513529,0.943927444639052,0.607766235276924,0.902490115158624,FALSE
"Porcine mastadenovirus A",0.474430031899178,0.938259404219794,0.442822688601597,0.844690564998344,FALSE
"Porcine parvovirus 6",0.477030786895472,0.940584352580828,0.442347922487982,0.835587682636963,FALSE
"Porcine stool-associated circular virus 7",0.516810676893326,0.942601941781389,0.480592647452461,0.854593892741965,FALSE
"Prochlorococcus phage P-SSM7",0.538093440021552,0.943382016926982,0.516352059881991,0.872567327961411,FALSE
"Prochlorococcus phage Syn33",0.539947314349766,0.94422523270536,0.524031294187096,0.874478360403534,FALSE
"Propionibacterium phage PHL041",0.542790368170062,0.946665555643182,0.514281647854918,0.864705563533855,FALSE
"Proteus phage pPM_01",0.44113174759036,0.936717897342292,0.228461235263481,0.722535491990237,FALSE
"Pseudaletia unipuncta granulovirus",0.512415084156391,0.942525172461996,0.485727644410132,0.858693403948948,FALSE
"Pseudocowpox virus",0.486744420186107,0.939012113533545,0.482031066827644,0.847277749810773,FALSE
"Pseudomonas phage AF",0.474676275349361,0.942735290072047,0.457882337185628,0.838664409730993,FALSE
"Pseudomonas phage B3",0.537003127779859,0.944781212452647,0.528836994066875,0.861838410595777,FALSE
"Pseudomonas phage D3",0.541930049119823,0.943505635666025,0.508272587501646,0.880702725663046,FALSE
"Pseudomonas phage KPP23",0.502748525052226,0.940954004468412,0.486110406389271,0.844491465654686,FALSE
"Pseudomonas phage Lu11",0.489271782468546,0.938936853552755,0.445531508331108,0.839593606703239,FALSE
"Pseudomonas phage PaBG",0.491914883141092,0.938801124759727,0.493333693835412,0.857756388170108,FALSE
"Pseudomonas phage Phi-S1",0.522058916827234,0.942672080016384,0.465689595480434,0.84785566903797,FALSE
"Pseudomonas phage phi15",0.547501485080322,0.942985193841841,0.480170923654422,0.83671768511298,FALSE
"Pseudomonas phage phiIBB-PF7A",0.565739807355755,0.94500877230001,0.479327569620087,0.868561189071003,FALSE
"Pseudomonas phage PhiPA3",0.499387996620127,0.940145148490854,0.511820598876359,0.860694498388768,FALSE
"Pseudomonas phage phiPSA1",0.502765623337534,0.941282745666276,0.480199960785696,0.84079600471134,FALSE
"Pseudomonas phage PPpW-3",0.467967141908327,0.939258895492357,0.434472904548666,0.831610018150136,FALSE
"Pseudomonas phage PPpW-4",0.659995547455111,0.949927130939653,0.593416795857591,0.900476674417365,FALSE
"Pseudomonas phage PS5",0.454864081268088,0.937607114819689,0.40780740295088,0.811192422710969,FALSE
"Pseudomonas phage tf",0.467581092751974,0.94154927179313,0.440403976773933,0.839995407739228,FALSE
"Pseudomonas phage vB_PaeP_Tr60_Ab31",0.469582060335252,0.937102119698364,0.415698737928346,0.819688374627097,FALSE
"Pseudoplusia includens SNPV",0.537707669216655,0.941929473704922,0.505097665398079,0.860281826840369,FALSE
"Psychrobacter phage pOW20-A",0.53363409389249,0.947628460171102,0.499250450569157,0.864194916817664,FALSE
"Rabbit hemorrhagic disease virus",0.44963483523695,0.937077723435133,0.457886549772827,0.848873077410504,FALSE
"Ralstonia phage RSB1",0.492477427115048,0.940577108937697,0.454515240701205,0.840139549015215,FALSE
"Ralstonia phage RSL1",0.467818010260315,0.939063633179369,0.444652914238845,0.848501073938442,FALSE
"Rhizobium phage RR1-A",0.392401922739915,0.933792635249922,0.407514529452436,0.823957948512538,FALSE
"Rhizobium phage vB_RglS_P106B",0.587737426509376,0.946508604368865,0.614574929222454,0.909459266839406,FALSE
"Rhizobium phage vB_RleM_P10VF",0.521360542729125,0.943934589365159,0.509611759335679,0.860544458399482,FALSE
"Rhodococcus phage REQ2",0.540355621027619,0.944531290629106,0.536611636020713,0.865816169222337,FALSE
"Rhodococcus phage REQ3",0.465872257644888,0.934596190131055,0.449465663908952,0.831023975532689,FALSE
"Rhodococcus phage ReqiDocB7",0.491249345761151,0.942352637087489,0.499334178535098,0.840965012595611,FALSE
"Rhodococcus phage ReqiPoco6",0.517912407732976,0.943124134730674,0.490827625306621,0.853509294323168,FALSE
"Rhodococcus phage RER2",0.525270589745456,0.941997191687128,0.490488431610329,0.856988426191012,FALSE
"Rhodococcus phage RGL3",0.496506331777716,0.942105295862627,0.472919184355245,0.838984726822082,FALSE
"Rhodoferax phage P26218",0.49741248090742,0.94090190921379,0.465156970579913,0.859244407161843,FALSE
"Roseobacter phage SIO1",0.541597381669062,0.944006874909084,0.500487317187783,0.859648791970842,FALSE
"Saccharomonospora phage PIS 136",0.39769601659752,0.934254599763062,0.384079626522557,0.82293114677941,FALSE
"Saimiriine herpesvirus 1",0.496138682614852,0.940920563097689,0.4937151673448,0.876476193855417,FALSE
"Saimiriine herpesvirus 2",0.494609729660252,0.941800646781844,0.505816081538984,0.867753292929937,FALSE
"Salmonella phage 5",0.478143648212689,0.938008027121673,0.44702638600995,0.840559325255124,FALSE
"SEN virus",0.368173282703396,0.931676811071599,0.357552383514951,0.79435564599306,FALSE
"Simian adenovirus B",0.603344815614652,0.949288274983006,0.551635299402313,0.874534029499482,FALSE
"Simian immunodeficiency virus",0.494655726700655,0.941199709407305,0.431081894514007,0.818014530797853,FALSE
"Siphovirus contig89",0.606970413344528,0.94911128392097,0.680191298260491,0.927141968435647,FALSE
"Spodoptera exigua multiple nucleopolyhedrovirus",0.462540992060776,0.939614822140905,0.457502263541108,0.846391674325395,FALSE
"Spodoptera frugiperda granulovirus",0.508020782390034,0.94283267916839,0.454491106618635,0.829127639176991,FALSE
"Spodoptera frugiperda multiple nucleopolyhedrovirus",0.526915725761599,0.943250537902787,0.453125164209809,0.842224443710275,FALSE
"Spodoptera littoralis nucleopolyhedrovirus",0.447409394351589,0.937910600816817,0.412319753159082,0.835198799934432,FALSE
"Spodoptera litura granulovirus",0.505037323922541,0.941298490165071,0.479340269670742,0.832757260776564,FALSE
"Spodoptera litura nucleopolyhedrovirus II",0.435524655200501,0.939973632875057,0.419055825594087,0.808428425958042,FALSE
"Staphylococcus phage 2638A",0.496459423796897,0.940932737074072,0.481581931458628,0.859380359536346,FALSE
"Staphylococcus phage 29",0.508063850068169,0.940235610678194,0.484150619500641,0.863162179871903,FALSE
"Staphylococcus phage 37",0.442230005478151,0.937885710740241,0.366315776639458,0.794745665241811,FALSE
"Staphylococcus phage 47",0.472663997390218,0.941120650522663,0.490729422947707,0.850413603906047,FALSE
"Staphylococcus phage 6ec",0.421058156602142,0.929516459604413,0.401772057935519,0.807782123482686,FALSE
"Staphylococcus phage 77",0.451790999813077,0.937249010870195,0.419844154909388,0.831853395714481,FALSE
"Staphylococcus phage EW",0.471133541407596,0.941348197156839,0.43981649464644,0.828197769201698,FALSE
"Staphylococcus phage IME-SA4",0.556596883947222,0.946308260240505,0.523210435883815,0.851558912485175,FALSE
"Staphylococcus phage Ipla5",0.465781749272351,0.939848578238976,0.44391148159166,0.83214126990056,FALSE
"Staphylococcus phage phiIBB-SEP1",0.49874727521153,0.937949185440684,0.47589976533571,0.853978244808743,FALSE
"Staphylococcus phage phiIPLA-C1C",0.486534407657461,0.93772191545893,0.440865417682624,0.846114787408775,FALSE
"Staphylococcus phage phiMR11",0.48649007965773,0.941533245866546,0.418048371850897,0.830633557957322,FALSE
"Staphylococcus phage StB12",0.5011360375111,0.940137380723724,0.476225106094532,0.847831722094665,FALSE
"Staphylococcus phage StB20",0.52129901966247,0.944757592610932,0.54073613425215,0.870902223046976,FALSE
"Staphylococcus virus G1",0.607039469447222,0.944093409521043,0.498707020963535,0.896606916775449,FALSE
"Streptococcus phage 20617",0.55167801991676,0.942902136632525,0.565465549273506,0.89897287046288,FALSE
"Streptococcus phage 2972",0.490092269306091,0.940362825645879,0.494917561067242,0.855060850162424,FALSE
"Streptococcus phage 34117",0.459356109011985,0.941270023908432,0.438776241760863,0.824720323792092,FALSE
"Streptococcus phage 5093",0.218599088375025,0.92734332799567,0.128110428593181,0.645278415520752,FALSE
"Streptococcus phage 700P1",0.482765021278248,0.940142708583698,0.489463174260498,0.858158440268958,FALSE
"Streptococcus phage 7201",0.49352118395475,0.941052411049296,0.476379435346607,0.852786653014376,FALSE
"Streptococcus phage 858",0.491851874335653,0.935555325197214,0.471384250443377,0.842625706000677,FALSE
"Streptococcus phage Abc2",0.567876898429551,0.94806865083263,0.552783775131423,0.872423704670486,FALSE
"Streptococcus phage Alq132",0.512637278809258,0.944193873996607,0.51258114401727,0.868717075104828,FALSE
"Streptococcus phage C1",0.461708847165965,0.936405736500075,0.488396411743312,0.864232259584876,FALSE
"Streptococcus phage Cp-1",0.480717299245691,0.942860160438172,0.513493462219206,0.867103281866137,FALSE
"Streptococcus phage Dp-1",0.508116367230903,0.942999292896866,0.460799140714279,0.834824768309066,FALSE
"Streptococcus phage DT1",0.560824842424289,0.944935638321146,0.595041024482861,0.888206675972516,FALSE
"Streptococcus phage EJ-1",0.492533374678134,0.939841412828165,0.472657395612745,0.842560314019504,FALSE
"Streptococcus phage M102",0.560805998435165,0.946216005751642,0.556158094860224,0.877623198115808,FALSE
"Streptococcus phage O1205",0.528826365844905,0.942689260543348,0.50261670851008,0.868629518557772,FALSE
"Streptococcus phage PH10",0.493101819791279,0.94078238814628,0.440671715787577,0.848972908828175,FALSE
"Streptococcus phage PH15",0.566433733010144,0.946329878431306,0.597780268643705,0.904447196779306,FALSE
"Streptococcus phage phi20c",0.467111648831908,0.941124699461041,0.439840952185586,0.825298090397052,FALSE
"Streptococcus phage phi30c",0.527252702011989,0.940809556059812,0.612682002789603,0.909379746824501,FALSE
"Streptococcus phage phi3396",0.502727304954969,0.941121884559987,0.455446601950533,0.84044295182136,FALSE
"Streptococcus phage phi5218",0.531098251917401,0.944453757096673,0.583199355376377,0.891261244431057,FALSE
"Streptococcus phage phiD12",0.447509418887495,0.936260658610685,0.431175624982825,0.831724285007365,FALSE
"Streptococcus phage phiNJ2",0.479491650636075,0.938151872462046,0.52832180821633,0.874970412283613,FALSE
"Streptococcus phage phiS10",0.503817090876422,0.941795624095951,0.467881349699777,0.837094668338165,FALSE
"Streptococcus phage phiSS12",0.466885312786904,0.936820075059994,0.445972105941018,0.831006621178103,FALSE
"Streptococcus phage SM1",0.501345451431786,0.940685894636759,0.511705349550672,0.858106269559255,FALSE
"Streptococcus phage SMP",0.493831970914028,0.94134610784021,0.503898879536351,0.856026727670259,FALSE
"Streptococcus phage SPQS1",0.503723086005556,0.94388519651067,0.501470986984948,0.863557901232624,FALSE
"Streptococcus phage SpSL1",0.528416155618393,0.940057060784878,0.535214468695453,0.892266775440243,FALSE
"Streptococcus phage Str-PAP-1",0.498207685893087,0.941819119129204,0.499537805015171,0.846858952491521,FALSE
"Streptococcus phage TP-778L",0.498124100733762,0.939681708632796,0.489493435088562,0.858087609631617,FALSE
"Streptococcus phage TP-J34",0.466352369141902,0.939528229208418,0.444846492251553,0.855588182607124,FALSE
"Streptococcus phage V22",0.521869031515445,0.9400314694227,0.491196884465072,0.847995154213416,FALSE
"Streptococcus phage YMC-2011",0.492071109228016,0.940874335478424,0.487003755552178,0.866619154259159,FALSE
"Streptomyces phage phiCAM",0.475944949337583,0.935322248761318,0.534404525588528,0.876870554835917,FALSE
"Streptomyces phage SV1",0.446025781948015,0.93854584635209,0.430671219383011,0.832433776640069,FALSE
"Suid herpesvirus 1",0.481917829774624,0.939796668423014,0.462146860069025,0.842344043860567,FALSE
"Sulfolobales Mexican fusellovirus 1",0.528234718972773,0.944154062160043,0.511481853227538,0.86462947424216,FALSE
"Synechococcus phage ACG-2014c",0.483929576994839,0.941033470001066,0.453017933560505,0.852308733764776,FALSE
"Synechococcus phage ACG-2014f",0.508418192670246,0.942589280560298,0.494329495848513,0.853895236229717,FALSE
"Synechococcus phage S-CBS3",0.53204101370508,0.943698265257308,0.51890156047151,0.875299797290532,FALSE
"Synechococcus phage S-SKS1",0.508655286441025,0.941827682842456,0.508740590676265,0.8639198112136,FALSE
"Synechococcus phage S-SSM5",0.494646433114827,0.941031912536134,0.461095627273328,0.842810906425628,FALSE
"Synechococcus phage Syn19",0.459485161971603,0.938733403170774,0.430430543528448,0.821478662692774,FALSE
"Thermoanaerobacterium phage THSA-485A",0.481464360825901,0.941433498822327,0.451577485255921,0.844316406114841,FALSE
"Thermoproteus tenax virus 1",0.35345823171001,0.932513838079237,0.384011784313907,0.797138459789842,FALSE
"Thin paspalum asymptomatic virus",0.390400660685026,0.932936391355219,0.367517744217262,0.785332031607908,FALSE
"Tobacco mosaic virus",0.462201851382886,0.935808907983237,0.435316237359578,0.820637664752347,FALSE
"Tomato mosaic virus",0.484129602201952,0.941420846370652,0.468532384347032,0.861222143528386,FALSE
"Tomato mottle mosaic virus",0.500458492517163,0.944176030726374,0.474548119701024,0.843358230070092,FALSE
"Torque teno midi virus",0.508271188131989,0.941909692582884,0.463715774140854,0.848103265898529,FALSE
"Torque teno mini virus 2",0.48927422161574,0.939202435577702,0.480332336125332,0.833045319989328,FALSE
"Torque teno mini virus 7",0.469864874733314,0.939567273865023,0.456438751060787,0.848865199768313,FALSE
"Torque teno virus",0.50171649508266,0.939652166744124,0.438681177611075,0.855640014114742,FALSE
"Torque teno virus 10",0.534513756941145,0.942582569565216,0.527346316831587,0.877485716202094,FALSE
"Torque teno virus 11",0.506168249830122,0.942904925863079,0.545054370611189,0.882032960768573,FALSE
"TTV-like mini virus",0.525903722562162,0.943957040628707,0.526918225549449,0.879466595314249,FALSE
"Tuber aestivum virus 1",0.471077233387584,0.937605861298839,0.471154420665988,0.847503874358792,FALSE
"Tupaiid herpesvirus 1",0.313263412182187,0.927108967142577,0.290840097545961,0.747905133481259,FALSE
"uncultured marine virus",0.411902579671975,0.933493823156178,0.50926878574881,0.88592410644148,FALSE
"uncultured phage crAssphage",0.520003941127488,0.945534730322635,0.513641940211737,0.864086481210085,FALSE
"Upsilonpapillomavirus 1",0.428476667789505,0.937075463466167,0.392872841349245,0.799973413451904,FALSE
"Verrucomicrobia phage P8625",0.486741943578444,0.94259667327293,0.474562014812512,0.855486974159565,FALSE
"Verticillium dahliae chrysovirus 1",0.526005478885107,0.944349426582162,0.506264081398831,0.878416433611725,FALSE
"Vibrio phage helene 12B3",0.545309597620742,0.944514945341428,0.518252279104746,0.862651750260039,FALSE
"Vibrio phage henriette 12B8",0.492309910364985,0.941773163999653,0.477177977849532,0.842060108556342,FALSE
"Vibrio phage jenny 12G5",0.464751856181942,0.939834069914026,0.462333836771369,0.842283245916252,FALSE
"Vibrio phage martha 12B12",0.575854553914027,0.945334557855601,0.619382268671104,0.911036063907498,FALSE
"Vibrio phage phi 3",0.499119851147442,0.940492898257162,0.46836418942312,0.845858739296732,FALSE
"Vibrio phage VD1",0.53609801486168,0.943571148620392,0.52030527311967,0.852408368507928,FALSE
"Vibrio phage VP882",0.515352340678684,0.943756826977938,0.500963104737486,0.861681290045263,FALSE
"Vibrio phage X29",0.481824341079312,0.939498529470423,0.458454967539989,0.847504091040584,FALSE
"White spot syndrome virus",0.418167168018615,0.935940117153902,0.366219047352045,0.806348134208634,FALSE
"Wuhan Ant Virus",0.475999400321539,0.942595947641605,0.517565592254632,0.869056168665762,FALSE
"Yersinia phage phiR1-37",0.466460346053544,0.940355726402985,0.476347033718226,0.841861410852225,FALSE
"Yersinia phage PY54",0.443756520213033,0.939935100617208,0.433475450988483,0.833632860756899,FALSE
