"","Var1","Vogue1A.01.52","Vogue1A.01.59","Vogue1A.01.61","Vogue1A.01.62","Vogue1A.01.64","Vogue1A.01.65","Vogue1A.01.68","Vogue1A.01.69","Vogue1A.01.70","Vogue1A.01.71","Vogue1A.01.74","Vogue1A.01.75","Vogue1A.01.76","Vogue1A.01.77","Vogue1A.01.78","Vogue1A.01.81","Vogue1A.01.84","Vogue1A.01.85","Vogue1A.01.92","Vogue1A.01.101","Vogue1A.01.106","Vogue1B.01.01","Vogue1B.01.03","Vogue1B.01.04","Vogue1B.01.05","Vogue1B.01.06","Vogue1B.01.08","Vogue1B.01.09","Vogue1B.01.11","Vogue1B.01.12","Vogue1B.01.13","Vogue1B.01.15","Vogue1B.01.17","Vogue1B.01.21","Vogue1B.01.26","Vogue1B.01.27","Vogue1B.01.32","Vogue1B.01.34","Vogue1B.01.36","Vogue1B.01.37","Vogue1B.01.38","Vogue1B.01.40","Vogue1B.01.43","Vogue1B.01.48","Vogue1B.01.51","Vogue1B.01.52","Vogue1B2.01.06","Vogue1B2.01.07","Vogue1B2.01.08","Vogue1B2.01.09","Vogue1B2.01.10","Vogue1B2.01.11","Vogue1B2.01.12","Vogue1B2.01.15"
"103","Moumouvirus Monve",38,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,0,0,0,0,0,0,0,0,0,0,0
"104","Human papillomavirus type 52",44,0,11,2443,9,10,8,11,6,5,4,5,4,7,1,3,2,2,4,4,4,5,5,4,6,7,4,6,5,5,10,2,4,81353,14,5,4,16,2,7,4,15,45,8,4,5,13041,10,3,2,5,5,1,5
"105","Human papillomavirus type 91",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0
"106","Coccolithovirus",57,12,75,85,63,48,23,52,47,42,49,56,139,18,16,42,80,7,41,59,39,16,61,56,49,173,44,0,19,48,26,4,34,9,7,62,32,45,62,64,96,8,3,109,7,47,10,16,35,0,23,15,75,8
"107","root",60,26,137,62,42,3,8,15,337,29,151,76,607,10,15,38,32,14742,446,5,13,347,1232,1,146,58,451,57,252,975,102,1192,8,838,3207,83,39,206,6882,2155,43,366,418,110,936,954,5318,1,38,107,5,2,1801,12
"108","Papillomaviridae",62,1,1081,1016,47,27,53,37,25,30,182,58,18,643,12287,37,48,94,100605,31,35,229,301,20,17,30,1457,2094,489,1261,48,32,44,171965,449,80,32,74240,728,53,73876,120,101030,62,18,17,16539,28,16,21,53,38,13,11
"109","Human papillomavirus type 89",64,3,56,64,46,70,51,59,60,188,38,46,51,91,1025624,47,49,35,43,52,29,21,46,27,31,37,109,137,23,17,4,31,68,23,55,47,28,127,59,47,47,26,2897,42,27,0,25,40,30,18,112,37,3,18
"110","unclassified Coccolithovirus",78,23,120,117,81,78,42,97,47,60,59,73,211,37,23,142,112,11,43,66,72,16,92,11,67,225,33,1,21,57,24,1,67,8,5,103,17,96,97,303,161,10,5,163,5,73,4,23,54,2,42,17,110,16
"111","Micromonas pusilla virus 12T",103,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"112","Alphapapillomavirus 14",0,1,4298,1,0,0,0,0,0,1,1,0,0,7,1,1,0,0,1,0,0,0,0,0,2,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,30,3,2464,2,0,0,0,0,1,0,1,1,0,0
"113","Aureococcus anophagefferens virus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"114","Burkholderia phage AH2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115","Croceibacter phage P2559Y",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,1,0,0,0,5,0,47,0,2,0,0,0,0,0,0,0
"116","Enterococcus phage ECP3",0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117","Erwinia phage GR-2012",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","Human adenovirus 22",0,1,6,2,1,4,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,36,1,2,2,0,0,2
"119","Human papillomavirus type 40",0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"120","Megavirus chiliensis",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","Papiine herpesvirus 1",0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","Pseudoplusia includens SNPV IE",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"123","Rhodococcus phage ReqiDocB7",0,1,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","Tursiops truncatus papillomavirus 5",0,1,2,1,2,0,1,0,1,0,2,0,0,1,0,0,2,0,1,5,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,2,0,3,0,0,3,0,0,0,0,1,0,0,0,0,2,1,2,0
"125","unclassified N4likevirus",0,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","Bacillus phage G",0,2,1,0,1,0,3,0,1,0,5,0,26,0,0,0,0,1,0,0,3,0,0,0,0,5,0,4,2,0,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0
"127","Vibrio phage henriette 12B8",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","Vibrio phage VP4B",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129","Macacine herpesvirus 1",0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","Fusobacterium phage Funu2",0,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,7,0,0,1,0,0,0,8,0,0,0,0,0,0,0
"131","Brevibacillus phage Emery",0,6,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,0,8,0,2,0,0,0,0,46,0,0,0,24,0,0,0,0,0,1,0,0,0,0,0
"132","Paramecium bursaria Chlorella virus NY2A",0,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133"," no RNA stage",0,0,1,1,1,2,1,2,0,1,1,0,3,0,0,0,5,1,4,0,1,14,0,8,3,3,0,1,0,3,0,0,3,0,14,7,0,1,0,1,9,1,0,3,0,0,8,0,0,0,1,1,0,0
"134","Adenoviridae",0,0,1,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
"135","Alphapapillomavirus 2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"136","Bat betaherpesvirus B7D8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","Choristoneura biennis entomopoxvirus 'L'",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"138","Cronobacter phage vB_CsaM_GAP31",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","Cronobacter phage vB_CsaP_GAP52",0,0,1,0,2,0,0,0,0,0,0,77,0,0,8,16,0,1,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"140","Dendrolimus kikuchii nucleopolyhedrovirus",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"141","dsDNA viruses",0,0,1,1,1,2,1,2,0,1,1,0,3,0,0,0,5,1,4,0,1,14,0,8,3,3,0,1,0,3,0,0,3,0,14,7,0,1,0,1,9,1,0,3,0,0,8,0,0,0,1,1,0,0
"142","Elephant endotheliotropic herpesvirus 5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","Environmental Halophage eHP-11",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","Helicoverpa zea nudivirus 2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"145","Human endogenous retrovirus K",0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
"146","Human immunodeficiency virus 1",0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,4,1,1,3,1,0,1,0,0,26,0,0,4,0,0,0,1,0,0,0,0,0,10,0,2,0,0,0,2,4,0,0,0,0,0,1,0,0
"147","Human papillomavirus type 106",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
"148","Human papillomavirus type 30",0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,2,0,0,0,825,0,0,0,0,0,0,0
"149","Human papillomavirus type 61",0,0,1,2,0,0,0,2,2,0,0,0,0,0,1,1,2,0,2,0,1,0,2,0,2,0,0,1,300,1,12,3,3,0,0,8,3,43,38,5,146,36,36870,1,0,0,1,0,0,1,8,1,1,1
"150","Human papillomavirus type 66",0,0,1,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,772,0,0,0,0,0,1,0,0,0,0,0,0,267,0,0,0,0,0,0,0
"151","Hyphantria cunea nucleopolyhedrovirus",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","Kallithea virus",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"153","Leucania separata nucleopolyhedrovirus",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"154","Macacine herpesvirus 3",0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"155","Primate lentivirus group",0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"156","Ranavirus",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","Spodoptera litura granulovirus",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"158","Streptococcus phage C1",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666
"159","Streptococcus phage DT1",0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,10,31,0,0,0,0,0,0,1,97,0,0,0,0,0,40,0
"160","Suid herpesvirus 1",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,16,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"161","Tupaiid herpesvirus 1",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,1,9,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"162","Acanthocystis turfacea Chlorella virus MN0810.1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163","Alphabaculovirus",0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,4,0,0,5,1,0,0,1,0,0,3,0,1,0,1,3,2,0,4,0,0,0,0,2,23,2,1,2,0
"164","Burkholderia phage BcepF1",0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165","Human papillomavirus type 70",0,0,2,0,0,0,3,2,0,0,0,0,1,1,1,1,0,1,0,0,1,305,87,1,2,1,22,1,1,1,0,2,1,13837,1,2,0,4,1,2,161,3,1,0,0,0,2,0,0,1,1,3,0,0
"166","Moumouvirus goulette",0,0,2,0,0,0,0,0,0,0,1,6,6,0,1,1,1,0,1,0,6,1,0,0,0,0,2,0,1,0,1,0,0,1,1,0,0,1,2,37,1,0,0,1,0,0,0,0,0,48,0,0,7,0
"167","Pectobacterium phage My1",0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"168","Pseudomonas phage vB_PaeP_Tr60_Ab31",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","Simian immunodeficiency virus",0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"170","Streptococcus phage phi30c",0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,340,0,1,0,34,0,1,0,736,0,0,0,0,0,0,0
"171","Caudovirales",0,0,3,0,0,0,2,0,0,0,0,0,99,0,2,1,2,1,3,1,0,0,1,0,0,7,0,34,21,5,1,0,0,0,1,0,1,0,9,44,0,1,1,0,0,0,17,0,0,0,0,0,1,0
"172","Cyprinid herpesvirus 3",0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,2,0,0,0,8,0,0,0,0,0,1,0,0,1,0,0,1,4,6,1,0,1,0,0,0,2,1,0,1,2,0,0
"173","Human adenovirus 19",0,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1,0,0
"174","Lactobacillus phage phiPYB5",0,0,6,0,3,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,869,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"175","White spot syndrome virus",0,0,7,4,2,4,8,5,0,4,0,0,3,0,0,19,2,0,0,1,0,1,0,0,0,1,12,0,0,1,7,1,0,0,1,0,0,0,50,0,1,0,0,5,0,0,0,0,0,0,0,0,3,0
"176","Escherichia phage ECML-117",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177","Lactobacillus phage JCL1032",0,0,12,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0
"178","Human papillomavirus type 84",0,0,18,0,0,0,0,0,0,0,0,0,0,0,919,0,0,0,0,0,0,0,5,0,0,0,0,1,4,0,1,0,0,0,0,0,0,6,0,0,1,0,471,0,0,0,0,0,0,0,0,0,0,0
"179","Lactobacillus phage phiadh",0,0,21,0,2,0,0,0,781,1,0,0,415,0,27,1,425,2440,709,0,6,0,0,0,120,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,1027,0,0,0,0,5,0,393,0
"180","Lactobacillus phage phi jlb1",0,0,24,0,4,0,0,0,12,0,2,32,0,0,1,0,0,12267,433,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,57,0,0,0,0,1,0,0,2
"181","Human papillomavirus type 33",0,0,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,1,0,0,1,0,0,0,0,1249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"182","Propionibacterium phage PHL041M10",0,0,27,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183","Molluscum contagiosum virus",0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184","Lactobacillus phage Ldl1",0,0,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,9,0,2,0,0,0,30,0,5,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0
"185","Molluscum contagiosum virus subtype 1",0,0,110,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,8,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"186","Lactobacillus phage phig1e",0,0,174,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
"187","Alphapapillomavirus 13",0,0,251,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,523,0,0,0,0,0,1,0,27,0,0,0,1,0,0,0,0,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
"188"," no DNA stage",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189","Alphapapillomavirus",0,0,0,1,1,0,0,0,0,1,1,0,0,0,631,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,2,128,3,0,0,3,1,0,4,0,130,0,0,0,5,0,0,0,0,0,0,0
"190","Carollia perspicillata polyomavirus 1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"191","Clostridium phage phiCTP1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"192","Cp220likevirus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"193","Delftia phage IME-DE1",0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"194","Escherichia phage vB_EcoM-ep3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195","Human herpesvirus 5",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,1,1,1093,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"196","Human herpesvirus 5 strain AD169",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197","Human mastadenovirus B",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0
"198","Human papillomavirus type 13",0,0,0,1,0,0,0,0,0,0,0,1,0,0,51,0,0,0,1,0,0,1,0,0,2,2,24,2,1,0,0,1,0,1179,217,0,0,0,0,0,1,1,10,0,0,0,8,1,0,0,0,0,0,0
"199","Human papillomavirus type 53",0,0,0,1,0,0,0,1,0,0,1,1,1,41,0,2,0,1,12,1,1,1,0,0,0,0,0,1,1,0,2,1,1,4,2,0,0,1,0,0,0,1,13,0,0,0,9776,2,0,1,0,2,1,0
"200","Lambdalikevirus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201","Podovirus SOG",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202","Soybean dwarf virus",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","Spodoptera frugiperda granulovirus",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"204","ssRNA positive-strand viruses",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205","Streptococcus phage 5093",0,0,0,1,0,0,2,1,0,0,0,0,0,1,1,1,2,0,0,2,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,11189,0,2,0,0,1,0,0,52,0,0,1,4,0,0,0
"206","Streptococcus phage Abc2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"207","Sulfolobales Mexican fusellovirus 1",0,0,0,1,0,0,2,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","Synechococcus phage S-CBP1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209","unclassified phages",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,46,0,0,0,0,0,0,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
