"","Viral_Species","Vogue1B.01.01","Vogue1B.01.04","Vogue1B.01.05","Vogue1B.01.06","Vogue1B.01.08","Vogue1B.01.09","Vogue1B.01.11","Vogue1B.01.12","Vogue1B.01.13","Vogue1B.01.15","Vogue1B.01.17","Vogue1B.01.21","Vogue1B.01.26","Vogue1B.01.27","Vogue1B.01.32","Vogue1B.01.34","Vogue1B.01.36","Vogue1B.01.37","Vogue1B.01.38","Vogue1B.01.40","Vogue1B.01.43","Vogue1B.01.51","Vogue1B.01.52","Vogue1B.01.03","Vogue1B.01.48"
"200","Human adenovirus 43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"201","Human endogenous retrovirus ERV-9",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202","Human endogenous retrovirus K",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"203","Human herpesvirus 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1
"204","Human herpesvirus 2",3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"205","Human herpesvirus 4",716,929735,44,76,51,59,790,47,1607,105,33,46,2220,78,15,40,0,25,29,24,35,27,2,52,32
"206","Human herpesvirus 4 (strain B95-8)",1,2191,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207","Human herpesvirus 4 type 1",1,121,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","Human herpesvirus 5",0,0,0,0,1,1,1093,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"209","Human herpesvirus 5 strain AD169",0,0,0,0,1,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"210","Human herpesvirus 5 strain Eisenhardt",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","Human herpesvirus 6 (strain Uganda-1102)",2,2,10,17,4,0,0,6,0,3,28,6,0,24,1,8,12,3,111,2,2,2,0,26,24
"212","Human herpesvirus 6B",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"213","Human immunodeficiency virus 1",0,0,0,27,0,0,4,0,0,0,1,0,0,0,0,0,10,0,2,2,0,2,4,1,0
"214","Human mastadenovirus B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"215","Human mastadenovirus C",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216","Human mastadenovirus D",5,4,8,6,9,5,8,5,0,9,4,7,11,5,17,6,0,6,7,5,5,1,1,5,11
"217","Human papillomavirus",1,0,0,0,2,0,32,16,0,1,1,169,0,2,2,40,36,0,17,2,564,0,0,121,1
"218","Human papillomavirus - cand85",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","Human papillomavirus 116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"220","Human papillomavirus KC5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"221","Human papillomavirus type 10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"222","Human papillomavirus type 101",0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,2,14,0,0,0,0,0,0,0,0
"223","Human papillomavirus type 102",0,0,0,0,0,36,0,0,0,0,0,2,0,1,0,0,2,0,1,0,364,0,0,1,1
"224","Human papillomavirus type 103",0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
"225","Human papillomavirus type 106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0
"226","Human papillomavirus type 107",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227","Human papillomavirus type 108",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"228","Human papillomavirus type 11",0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,2,0,3,0,0,0,0
"229","Human papillomavirus type 112",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230","Human papillomavirus type 114",0,2,0,0,0,0,0,1,4,0,0,11,0,1,1,532,28,1,2,1,139,0,0,1572,0
"231","Human papillomavirus type 115",3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"232","Human papillomavirus type 118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"233","Human papillomavirus type 119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"234","Human papillomavirus type 12",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235","Human papillomavirus type 120",0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0
"236","Human papillomavirus type 121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0
"237","Human papillomavirus type 122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
"238","Human papillomavirus type 124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0
"239","Human papillomavirus type 125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"240","Human papillomavirus type 127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"241","Human papillomavirus type 128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
"242","Human papillomavirus type 129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"243","Human papillomavirus type 13",1,0,2,2,24,2,1,0,0,1,0,1179,217,0,0,0,0,0,1,1,10,0,0,0,0
"244","Human papillomavirus type 132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0
"245","Human papillomavirus type 134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"246","Human papillomavirus type 135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"247","Human papillomavirus type 14",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"248","Human papillomavirus type 141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"249","Human papillomavirus type 142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"250","Human papillomavirus type 148",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"251","Human papillomavirus type 15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"252","Human papillomavirus type 155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0
"253","Human papillomavirus type 167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"254","Human papillomavirus type 17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"255","Human papillomavirus type 172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"256","Human papillomavirus type 173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"257","Human papillomavirus type 179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"258","Human papillomavirus type 18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,45,0,0,0,0
"259","Human papillomavirus type 19",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260","Human papillomavirus type 21",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"261","Human papillomavirus type 30",197,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,2,0,0,0,0
"262","Human papillomavirus type 31",9,5,17,6,4,10,6,8,13,12,10,6,6,10,4,6,0,7,5,7,29,3,0,10,10
"263","Human papillomavirus type 32",1,0,0,1,67,0,0,0,0,0,1,6079,1,0,0,0,0,0,1,4,0,0,0,0,0
"264","Human papillomavirus type 33",0,0,0,0,0,0,0,247,1,0,0,1,0,0,0,0,1249,0,1,0,0,0,0,0,0
"265","Human papillomavirus type 35",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"266","Human papillomavirus type 36",0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267","Human papillomavirus type 38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"268","Human papillomavirus type 39",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,0,0,0,0
"269","Human papillomavirus type 40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"270","Human papillomavirus type 42",0,0,0,0,0,1,441,0,1,0,0,699,0,0,0,0,0,1,7,2,1542,0,0,0,1
"271","Human papillomavirus type 43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"272","Human papillomavirus type 45",0,0,0,2,0,0,0,1,17,1,4,2,5,1,1,2,38,0,1,0,0,0,0,0,1
"273","Human papillomavirus type 47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
"274","Human papillomavirus type 49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"275","Human papillomavirus type 50",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0
"276","Human papillomavirus type 51",0,0,0,0,0,0,0,0,3,0,0,47,0,0,0,1,2,0,0,0,0,0,0,0,0
"277","Human papillomavirus type 52",5,4,6,7,4,6,5,5,10,2,4,81353,14,5,4,16,2,7,4,15,45,4,5,5,8
"278","Human papillomavirus type 53",1,0,0,0,0,1,1,0,2,1,1,4,2,0,0,1,0,0,0,1,13,0,0,0,0
"279","Human papillomavirus type 55",0,0,0,0,0,7,0,0,0,0,0,2,1667,2,0,0,1,0,1,0,16,0,0,0,2
"280","Human papillomavirus type 56",13,9,8,11,9,6,5,8,33,12,16,299198,23,9,9,17,12,20,15,64,16,4,20,6,22
"281","Human papillomavirus type 57",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,421,0,0,0,0
"282","Human papillomavirus type 58",0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,29,0,0,0,1,0,0,0,0
"283","Human papillomavirus type 59",0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,4,0,0,9,0,408,0,0,0,0
"284","Human papillomavirus type 6",2,2,5,1,7,5,3,4,25,3,10,98,28,45,6,6,3,25,34,101,117650,1,0,5,10
"285","Human papillomavirus type 61",0,0,2,0,0,1,300,1,12,3,3,0,0,8,3,43,38,5,146,36,36870,0,0,2,1
"286","Human papillomavirus type 62",7,7,10,19,114,6,26,5,7,38,25,63,18,135,24,346351,1645,44,49,20,11051,10,0,12,35
"287","Human papillomavirus type 66",0,3,0,0,0,0,0,0,0,0,0,772,0,0,0,0,0,1,0,0,0,0,0,0,0
"288","Human papillomavirus type 67",0,0,0,0,0,0,75,845,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289","Human papillomavirus type 68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0
"290","Human papillomavirus type 70",305,1,2,1,22,1,1,1,0,2,1,13838,1,2,0,4,1,2,161,3,1,0,0,87,0
"291","Human papillomavirus type 71",1,2,0,5,0,0,3,0,0,3,7,4,2,2,6,5,1,5,67293,1,1,3,0,2,6
"292","Human papillomavirus type 72",3,1,5,6,4,7,167,5,26,7,20,47,23,53,12,26,5,24,144,138,177685,2,0,7,12
"293","Human papillomavirus type 72b",3,4,15,7,9,10,131,6,35,4,24,16,25,62,14,71,9,32,167,151,172568,6,1,14,14
"294","Human papillomavirus type 73",146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295","Human papillomavirus type 74",8,1,9,3,2196,3,2,2,0,3,12,118804,805,3,6,12,2,9,8,32,6,1,12,6,8
"296","Human papillomavirus type 77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"297","Human papillomavirus type 8",0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0
"298","Human papillomavirus type 80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"299","Human papillomavirus type 81",0,0,1,0,1,1,41,1,2,0,0,417,751,7,0,22,117,2,2803,15,12610,0,0,0,519
"300","Human papillomavirus type 83",1,0,1,0,3,15638,5,3,2,0,1,2,2,2,0,13,7,0,9,7,9032,2,0,0,0
"301","Human papillomavirus type 84",0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,6,0,0,1,0,471,0,0,5,0
"302","Human papillomavirus type 86",0,0,0,0,0,4,1,0,0,0,0,739,0,0,0,0,0,0,0,0,273,0,0,0,0
"303","Human papillomavirus type 87",0,0,1,2,0,0,0,0,1,2,1,5,74,6,1,27982,1,7,1,4,37,0,0,7,6
"304","Human papillomavirus type 89",21,27,31,37,109,137,23,17,4,31,68,23,55,47,28,127,59,47,47,26,2897,27,0,46,42
"305","Human papillomavirus type 90",1,2,1,0,0,0,1,1,0,0,1,2,0,0,0,1,1,4,1,1,1675,0,0,0,1
"306","Human papillomavirus type 91",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,172,0,0,0,0
"307","Human papillomavirus type 95",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"308","Human papillomavirus type 96",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","Human papillomavirus type 97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"310","Human papillomavirus type 99",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311","Human papillomavirus type JC9710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"312","Human papillomavirus types",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"313","Hylobates syndactylus lymphocryptovirus 1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314","Hyposoter fugitivus ichnovirus",0,0,0,0,2,0,0,0,0,0,3,0,0,5,0,2,2,1,12,0,0,0,0,2,0
"315","Indian citrus ringspot virus",0,0,0,19,5,0,0,1,1,0,3,0,0,4,0,5,6,9,5,0,0,2,26,4,2
"316","Inoviridae",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317","Invertebrate iridescent virus 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"318","Invertebrate iridescent virus 6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319","Iridoviridae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"320","JC polyomavirus",0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,106,0,0,0,1,0,0,1,0
"321","Kallithea virus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"322","Klebsiella phage NTUH-K2044-K1-1",0,1,1,2,1,0,4,1,0,2,2,0,1,4,0,5,1,1,6,0,0,1,1,7,4
"323","Klebsiella phage phiKO2",2,0,16,13,5,0,24,9,14,2,0,0,5,0,32,3,120,171,2,0,0,0,0,0,0
"324","L5likevirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
"325","Lactobacillus phage A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0
"326","Lactobacillus phage c5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"327","Lactobacillus phage EV3",111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"328","Lactobacillus phage JCL1032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"329","Lactobacillus phage KC5a",1,0,0,0,231,0,0,0,0,8,0,0,1,0,0,19,11,37,0,0,0,0,0,118,27
"330","Lactobacillus phage Lb338-1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
"331","Lactobacillus phage LBR48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
"332","Lactobacillus phage Ldl1",0,0,30,0,5,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,79,0,0,0
"333","Lactobacillus phage LF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"334","Lactobacillus phage LfeInf",0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,29,0,0,0,0,1,0,0,0
"335","Lactobacillus phage LfeSau",0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,43,0,3,0,0,0,0,0,1,73
"336","Lactobacillus phage LP65",14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"337","Lactobacillus phage Lrm1",15,0,0,0,0,0,15,2,0,0,1,69,3034,4,0,3,0,0,1,2,35,0,0,22,0
"338","Lactobacillus phage Lv-1",0,0,40,0,0,0,1,0,0,0,0,24,1332,3,0,15,0,0,1,0,0,0,0,9,0
"339","Lactobacillus phage phi jlb1",0,0,15,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,57,0,0
"340","Lactobacillus phage phiadh",0,0,120,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1027,0,0
"341","Lactobacillus phage phiAQ113",13,0,46,0,0,0,0,0,0,0,0,0,0,14,0,49,0,0,0,0,0,0,46,0,0
"342","Lactobacillus phage phig1e",0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,10,1,0,0,0,0,0,0,0,0
"343","Lactobacillus phage phiJB",449,0,15,0,10,0,0,1,0,2,0,0,17,0,0,1,1,153,0,0,2,42,0,25,0
"344","Lactobacillus phage phijl1",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"345","Lactobacillus phage phiLdb",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"346","Lactobacillus phage phiPYB5",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,869,0,0,0,0,0,0,0,2
"347","Lactobacillus phage Sha1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"348","Lactobacillus prophage Lj771",1,0,2,0,501,0,0,0,1,10,0,0,0,0,0,30,114,0,0,0,0,0,4,732,3
"349","Lactobacillus prophage Lj928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"350","Lactococcus phage 1358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"351","Lactococcus phage 1706",22,0,0,0,0,0,0,2,26,0,0,0,81,1,0,2,1,0,0,76,0,2,0,0,0
"352","Lactococcus phage KSY1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"353","Lactococcus phage P335",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"354","Lambdina fiscellaria nucleopolyhedrovirus",0,0,0,1,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355","Leucania separata nucleopolyhedrovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"356","Leuconostoc phage LLC-1",0,0,2,0,0,0,10,10,0,0,0,0,0,0,7,1,0,52,1,0,0,0,0,0,0
"357","Leuconostoc phage Ln-9",0,0,3,0,5,0,0,1,1,0,0,0,0,0,38,1,4,44,0,0,0,0,0,0,0
"358","Leuconostoc phage phiMH1",13,0,0,2,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"359","Lizard adenovirus 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"360","Loktanella phage pCB2051-A",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361","Los Azufres archaeal virus 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"362","Lymantria dispar multiple nucleopolyhedrovirus",0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,3,5,1,0,0,2,1,0
"363","Lymphocryptovirus",131,157496,12,16,12,12,200,12,234,17,8,18,405,19,3,11,0,16,8,3,8,6,0,12,14
"364","lymphocryptovirus 1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"365","Macaca fascicularis papillomavirus type 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"366","Macaca fascicularis papillomavirus type 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"367","Macaca fascicularis papillomavirus type 6",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"368","Macaca fascicularis papillomavirus type 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0
"369","Macacine herpesvirus 1",0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"370","Macacine herpesvirus 3",0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"371","Macacine herpesvirus 4",0,958,0,1,0,0,10,0,9,0,2,0,5,2,0,0,0,1,1,0,66,0,0,1,3
"372","Macavirus",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"373","Macropodid herpesvirus 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0
"374","Mamastrovirus 1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"375","Mamestra brassicae multiple nucleopolyhedrovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
"376","Mandrillus leucophaeus cytomegalovirus",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377","Marseilleviridae",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0
"378","Maruca vitrata nucleopolyhedrovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"379","Mastadenovirus",0,0,4,1,2,1,0,1,4,0,2,1,1,5,2,0,15,0,4,1,1,2,0,2,4
"380","Megavirus courdo11",0,0,0,0,0,7,1,0,0,2,0,289,6,0,0,0,0,0,0,42,0,0,0,0,0
"381","Megavirus lba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
"382","Meleagrid herpesvirus 1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"383","Merkel cell polyomavirus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"384","Microbacterium phage Min1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
"385","Micromonas pusilla virus 12T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"386","Microtus arvalis cytomegalovirus 1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"387","Mimiviridae",0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1
"388","Miniopterus schreibersii papillomavirus 1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"389","Molluscum contagiosum virus subtype 1",1,1,0,0,0,1,0,0,8,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"390","Mosquito VEM virus SDBVL G",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"391","Moumouvirus",1,0,0,0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"392","Moumouvirus goulette",1,0,0,0,2,0,1,0,1,0,0,1,1,0,0,1,2,37,1,0,0,0,0,0,1
"393","Moumouvirus Monve",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,0,0,0,0
"394","Multiple sclerosis associated retrovirus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395","Multiple sclerosis associated retrovirus element",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"396","Murid herpesvirus 1",0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
"397","Murine adenovirus 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"398","Musca domestica salivary gland hypertrophy virus",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"399","Mycobacterium phage 40AC",1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400","Mycobacterium phage Adawi",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"401","Mycobacterium phage Carcharodon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"402","Mycobacterium phage DLane",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"403","Mycobacterium phage DS6A",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"404","Mycobacterium phage Estave1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,25,0,0
"405","Mycobacterium phage Giles",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
